routine,library,starpu_sched,n,gflops
cpotrf,plasma_kstar,eager,1584,67.9913
cpotrf,plasma_kstar,eager,2511,189.02105
cpotrf,plasma_kstar,eager,3981,451.2862
cpotrf,plasma_kstar,eager,6309,812.567
cpotrf,plasma_kstar,eager,10000,1050.3687
cpotrf,plasma_kstar,eager,15848,1192.63825
cpotrf,plasma_kstar,ws,398,1.8843
cpotrf,plasma_kstar,ws,630,6.10435
cpotrf,plasma_kstar,ws,1000,18.95845
cpotrf,plasma_kstar,ws,1584,49.706149999999994
cpotrf,plasma_kstar,ws,2511,149.15320000000003
cpotrf,plasma_kstar,ws,3981,372.1182
cpotrf,plasma_kstar,ws,6309,645.72605
cpotrf,plasma_kstar,ws,10000,811.4621
cpotrf,plasma_kstar,ws,15848,930.37985
cpotrf,plasma_kstar,dmda,398,1.95965
cpotrf,plasma_kstar,dmda,630,6.26985
cpotrf,plasma_kstar,dmda,1000,20.84515
cpotrf,plasma_kstar,dmda,1584,55.5732
cpotrf,plasma_kstar,dmda,2511,139.89915000000002
cpotrf,plasma_kstar,dmda,3981,293.06415
cpotrf,plasma_kstar,dmda,6309,536.84595
cpotrf,plasma_kstar,dmda,10000,726.4368
cpotrf,plasma_kstar,dmda,15848,872.5206000000001
cpotrf,lapack,,398,0.38015
cpotrf,lapack,,630,1.52705
cpotrf,lapack,,1000,6.49375
cpotrf,lapack,,1584,18.0119
cpotrf,lapack,,2511,25.9317
cpotrf,lapack,,3981,196.2694
cpotrf,lapack,,6309,363.68925
cpotrf,lapack,,10000,693.1365499999999
cpotrf,lapack,,15848,1378.16025
cgetrf,vendor,,398,0.9722
cgetrf,vendor,,630,2.9112
cgetrf,vendor,,1000,3.428
cgetrf,vendor,,1584,10.93955
cgetrf,vendor,,2511,43.88995
cgetrf,vendor,,3981,85.13759999999999
cgetrf,vendor,,6309,285.68635
cgetrf,vendor,,10000,864.08695
cgetrf,vendor,,15848,1823.7876999999999
cgetrf,plasma_17,,398,2.0445
cgetrf,plasma_17,,630,4.03445
cgetrf,plasma_17,,1000,11.265049999999999
cgetrf,plasma_17,,1584,21.71345
cgetrf,plasma_17,,2511,43.40725
cgetrf,plasma_17,,3981,79.17054999999999
cgetrf,plasma_17,,6309,120.0098
cgetrf,plasma_17,,10000,180.51760000000002
cgetrf,plasma_17,,15848,266.85345
cgetrf,plasma_2_8_0,,398,7.9169
cgetrf,plasma_2_8_0,,630,18.733600000000003
cgetrf,plasma_2_8_0,,1000,43.8489
cgetrf,plasma_2_8_0,,1584,94.59819999999999
cgetrf,plasma_2_8_0,,2511,195.31580000000002
cgetrf,plasma_2_8_0,,3981,416.3121
cgetrf,plasma_2_8_0,,6309,769.9511
cgetrf,plasma_2_8_0,,10000,936.1454
cgetrf,plasma_2_8_0,,15848,860.5260000000001
cgetrf,lapack,,398,0.6165
cgetrf,lapack,,630,3.3407
cgetrf,lapack,,1000,2.4444
cgetrf,lapack,,1584,14.137550000000001
cgetrf,lapack,,2511,69.24334999999999
cgetrf,lapack,,3981,121.73225
cgetrf,lapack,,6309,292.75250000000005
cgetrf,lapack,,10000,895.6884
cgetrf,lapack,,15848,1763.137
cgeqrf,vendor,,398,1.4391500000000002
cgeqrf,vendor,,630,4.3434
cgeqrf,vendor,,1000,9.19005
cgeqrf,vendor,,1584,42.63935
cgeqrf,vendor,,2511,132.8785
cgeqrf,vendor,,3981,183.353
cgeqrf,vendor,,6309,388.5546
cgeqrf,vendor,,10000,984.09575
cgeqrf,vendor,,15848,1703.6013
cgeqrf,plasma_17,,398,2.6897
cgeqrf,plasma_17,,630,6.62835
cgeqrf,plasma_17,,1000,18.7636
cgeqrf,plasma_17,,1584,52.9422
cgeqrf,plasma_17,,2511,104.7035
cgeqrf,plasma_17,,3981,232.2875
cgeqrf,plasma_17,,6309,509.42584999999997
cgeqrf,plasma_17,,10000,807.4311
cgeqrf,plasma_17,,15848,940.63495
cgeqrf,plasma_2_8_0,,398,8.356300000000001
cgeqrf,plasma_2_8_0,,630,19.51245
cgeqrf,plasma_2_8_0,,1000,46.339600000000004
cgeqrf,plasma_2_8_0,,1584,105.369
cgeqrf,plasma_2_8_0,,2511,257.9605
cgeqrf,plasma_2_8_0,,3981,539.53325
cgeqrf,plasma_2_8_0,,6309,784.14125
cgeqrf,plasma_2_8_0,,10000,896.54845
cgeqrf,plasma_2_8_0,,15848,946.24145
cgeqrf,plasma_kstar,eager,398,4.71485
cgeqrf,plasma_kstar,eager,630,13.131350000000001
cgeqrf,plasma_kstar,eager,1000,35.39805
cgeqrf,plasma_kstar,eager,1584,87.7362
cgeqrf,plasma_kstar,eager,2511,220.23135000000002
cgeqrf,plasma_kstar,eager,3981,486.46105
cgeqrf,plasma_kstar,eager,6309,776.004
cgeqrf,plasma_kstar,eager,10000,898.856
cgeqrf,plasma_kstar,eager,15848,952.0498
cgeqrf,plasma_kstar,ws,398,4.4173
cgeqrf,plasma_kstar,ws,630,11.6268
cgeqrf,plasma_kstar,ws,1000,31.2569
cgeqrf,plasma_kstar,ws,1584,81.96735000000001
cgeqrf,plasma_kstar,ws,2511,211.4479
cgeqrf,plasma_kstar,ws,3981,470.24745
cgeqrf,plasma_kstar,ws,6309,711.2846999999999
cgeqrf,plasma_kstar,ws,10000,793.9617000000001
cgeqrf,plasma_kstar,ws,15848,838.54035
cgeqrf,plasma_kstar,dmda,398,4.69145
cgeqrf,plasma_kstar,dmda,630,12.18935
cgeqrf,plasma_kstar,dmda,1000,31.9639
cgeqrf,plasma_kstar,dmda,1584,69.29625
cgeqrf,plasma_kstar,dmda,2511,143.5135
cgeqrf,plasma_kstar,dmda,3981,333.22455
cgeqrf,plasma_kstar,dmda,6309,592.4966999999999
cgeqrf,plasma_kstar,dmda,10000,755.4812
cgeqrf,plasma_kstar,dmda,15848,838.3777
cgeqrf,lapack,,398,1.08375
cgeqrf,lapack,,630,4.77505
cgeqrf,lapack,,1000,11.33215
cgeqrf,lapack,,1584,47.2988
cgeqrf,lapack,,2511,163.09575
cgeqrf,lapack,,3981,187.94920000000002
cgeqrf,lapack,,6309,372.9629
cgeqrf,lapack,,10000,922.6393
cgeqrf,lapack,,15848,1777.7645499999999
dsytrf,vendor,,398,0.26315
dsytrf,vendor,,630,1.6377000000000002
dsytrf,vendor,,1000,4.79245
dsytrf,vendor,,1584,9.6091
dsytrf,vendor,,2511,22.2777
dsytrf,vendor,,3981,45.42775
dsytrf,vendor,,6309,92.0112
dsytrf,vendor,,10000,118.04135
dsytrf,vendor,,15848,145.06285
dsytrf,plasma_17,,398,0.3692
dsytrf,plasma_17,,630,1.24845
dsytrf,plasma_17,,1000,3.0718
dsytrf,plasma_17,,1584,5.81855
dsytrf,plasma_17,,2511,12.0687
dsytrf,plasma_17,,3981,22.8323
dsytrf,plasma_17,,6309,37.5877
dsytrf,plasma_17,,10000,60.3272
dsytrf,plasma_17,,15848,92.12275
dsytrf,plasma_2_8_0,,398,0.39715
dsytrf,plasma_2_8_0,,630,0.52235
dsytrf,plasma_2_8_0,,1000,0.9411
dsytrf,plasma_2_8_0,,1584,1.5429
dsytrf,plasma_2_8_0,,2511,3.373
dsytrf,plasma_2_8_0,,3981,6.584
dsytrf,plasma_2_8_0,,6309,10.535250000000001
dsytrf,plasma_2_8_0,,10000,17.34315
dsytrf,plasma_2_8_0,,15848,23.009700000000002
dsytrf,lapack,,398,0.151
dsytrf,lapack,,630,0.8780999999999999
dsytrf,lapack,,1000,4.7245
dsytrf,lapack,,1584,8.6767
dsytrf,lapack,,2511,29.8039
dsytrf,lapack,,3981,46.72265
dsytrf,lapack,,6309,90.6866
dsytrf,lapack,,10000,119.2672
dsytrf,lapack,,15848,145.9124
dpotrf,vendor,,398,0.12115000000000001
dpotrf,vendor,,630,0.568
dpotrf,vendor,,1000,1.4861499999999999
dpotrf,vendor,,1584,6.484999999999999
dpotrf,vendor,,2511,21.824849999999998
dpotrf,vendor,,3981,55.2762
dpotrf,vendor,,6309,91.51875
dpotrf,vendor,,10000,190.51080000000002
dpotrf,vendor,,15848,372.7092
dpotrf,plasma_17,,398,0.30015000000000003
dpotrf,plasma_17,,630,1.4125
dpotrf,plasma_17,,1000,3.4751
dpotrf,plasma_17,,1584,9.0228
dpotrf,plasma_17,,2511,20.19795
dpotrf,plasma_17,,3981,43.072649999999996
dpotrf,plasma_17,,6309,98.4305
dpotrf,plasma_17,,10000,159.28019999999998
dpotrf,plasma_17,,15848,268.00035
dpotrf,plasma_2_8_0,,398,1.2478
dpotrf,plasma_2_8_0,,630,3.9842500000000003
dpotrf,plasma_2_8_0,,1000,11.86515
dpotrf,plasma_2_8_0,,1584,32.009150000000005
dpotrf,plasma_2_8_0,,2511,75.2732
dpotrf,plasma_2_8_0,,3981,150.0858
dpotrf,plasma_2_8_0,,6309,216.4068
dpotrf,plasma_2_8_0,,10000,268.7235
dpotrf,plasma_2_8_0,,15848,317.9549
dpotrf,plasma_kstar,eager,398,0.51775
dpotrf,plasma_kstar,eager,630,1.79095
dpotrf,plasma_kstar,eager,1000,6.1449
dpotrf,plasma_kstar,eager,1584,19.91525
dpotrf,plasma_kstar,eager,2511,54.5833
dpotrf,plasma_kstar,eager,3981,126.39994999999999
dpotrf,plasma_kstar,eager,6309,214.92935
dpotrf,plasma_kstar,eager,10000,258.61019999999996
dpotrf,plasma_kstar,eager,15848,292.38689999999997
dpotrf,plasma_kstar,ws,398,0.47115
dpotrf,plasma_kstar,ws,630,1.62065
dpotrf,plasma_kstar,ws,1000,5.346299999999999
dpotrf,plasma_kstar,ws,1584,13.5608
dpotrf,plasma_kstar,ws,2511,40.9176
dpotrf,plasma_kstar,ws,3981,101.39474999999999
dpotrf,plasma_kstar,ws,6309,167.7809
dpotrf,plasma_kstar,ws,10000,200.01225
dpotrf,plasma_kstar,ws,15848,227.19209999999998
dpotrf,plasma_kstar,dmda,398,0.50415
dpotrf,plasma_kstar,dmda,630,1.73575
dpotrf,plasma_kstar,dmda,1000,5.72945
dpotrf,plasma_kstar,dmda,1584,16.0878
dpotrf,plasma_kstar,dmda,2511,40.35445
dpotrf,plasma_kstar,dmda,3981,82.8358
dpotrf,plasma_kstar,dmda,6309,139.87835
dpotrf,plasma_kstar,dmda,10000,181.00459999999998
dpotrf,plasma_kstar,dmda,15848,216.09485
dpotrf,lapack,,398,0.11095
dpotrf,lapack,,630,0.2931
dpotrf,lapack,,1000,1.25075
dpotrf,lapack,,1584,5.51895
dpotrf,lapack,,2511,23.5393
dpotrf,lapack,,3981,56.327299999999994
dpotrf,lapack,,6309,109.39625000000001
dpotrf,lapack,,10000,188.5266
dpotrf,lapack,,15848,366.93095
dgetrf,vendor,,398,0.1906
dgetrf,vendor,,630,0.6307
dgetrf,vendor,,1000,2.3537
dgetrf,vendor,,1584,7.91225
dgetrf,vendor,,2511,19.3926
dgetrf,vendor,,3981,80.5321
dgetrf,vendor,,6309,143.31470000000002
dgetrf,vendor,,10000,237.5378
dgetrf,vendor,,15848,534.8208500000001
dgetrf,plasma_17,,398,0.39925
dgetrf,plasma_17,,630,1.3062
dgetrf,plasma_17,,1000,4.01465
dgetrf,plasma_17,,1584,8.6022
dgetrf,plasma_17,,2511,18.34115
dgetrf,plasma_17,,3981,29.850450000000002
dgetrf,plasma_17,,6309,48.0495
dgetrf,plasma_17,,10000,65.60704999999999
dgetrf,plasma_17,,15848,88.25765
dgetrf,plasma_2_8_0,,398,2.2756
dgetrf,plasma_2_8_0,,630,5.89565
dgetrf,plasma_2_8_0,,1000,14.085550000000001
dgetrf,plasma_2_8_0,,1584,31.163249999999998
dgetrf,plasma_2_8_0,,2511,66.293
dgetrf,plasma_2_8_0,,3981,139.40834999999998
dgetrf,plasma_2_8_0,,6309,228.67175
dgetrf,plasma_2_8_0,,10000,264.09875
dgetrf,plasma_2_8_0,,15848,245.1283
dgetrf,lapack,,398,0.17725000000000002
dgetrf,lapack,,630,0.7771
dgetrf,lapack,,1000,2.45855
dgetrf,lapack,,1584,10.094750000000001
dgetrf,lapack,,2511,12.237549999999999
dgetrf,lapack,,3981,43.408100000000005
dgetrf,lapack,,6309,108.92285000000001
dgetrf,lapack,,10000,284.18185
dgetrf,lapack,,15848,555.2962
dgeqrf,vendor,,398,0.5699000000000001
dgeqrf,vendor,,630,1.22545
dgeqrf,vendor,,1000,3.05105
dgeqrf,vendor,,1584,18.1944
dgeqrf,vendor,,2511,44.81955
dgeqrf,vendor,,3981,79.02085
dgeqrf,vendor,,6309,134.80925000000002
dgeqrf,vendor,,10000,314.4597
dgeqrf,vendor,,15848,520.58405
dgeqrf,plasma_17,,398,0.4878
dgeqrf,plasma_17,,630,2.73665
dgeqrf,plasma_17,,1000,6.23
dgeqrf,plasma_17,,1584,15.4471
dgeqrf,plasma_17,,2511,35.07285
dgeqrf,plasma_17,,3981,69.53985
dgeqrf,plasma_17,,6309,142.78625
dgeqrf,plasma_17,,10000,211.85765
dgeqrf,plasma_17,,15848,243.139
dgeqrf,plasma_2_8_0,,398,2.61125
dgeqrf,plasma_2_8_0,,630,6.5823
dgeqrf,plasma_2_8_0,,1000,16.432049999999997
dgeqrf,plasma_2_8_0,,1584,37.1892
dgeqrf,plasma_2_8_0,,2511,91.80525
dgeqrf,plasma_2_8_0,,3981,172.51575
dgeqrf,plasma_2_8_0,,6309,209.79785
dgeqrf,plasma_2_8_0,,10000,230.26395
dgeqrf,plasma_2_8_0,,15848,239.9554
dgeqrf,plasma_kstar,eager,398,1.35455
dgeqrf,plasma_kstar,eager,630,4.00865
dgeqrf,plasma_kstar,eager,1000,11.021049999999999
dgeqrf,plasma_kstar,eager,1584,29.26135
dgeqrf,plasma_kstar,eager,2511,73.4596
dgeqrf,plasma_kstar,eager,3981,145.58679999999998
dgeqrf,plasma_kstar,eager,6309,207.36525
dgeqrf,plasma_kstar,eager,10000,230.11894999999998
dgeqrf,plasma_kstar,eager,15848,242.53825
dgeqrf,plasma_kstar,ws,398,1.2824499999999999
dgeqrf,plasma_kstar,ws,630,3.5593
dgeqrf,plasma_kstar,ws,1000,10.08735
dgeqrf,plasma_kstar,ws,1584,26.61295
dgeqrf,plasma_kstar,ws,2511,69.89850000000001
dgeqrf,plasma_kstar,ws,3981,141.19675
dgeqrf,plasma_kstar,ws,6309,189.313
dgeqrf,plasma_kstar,ws,10000,204.543
dgeqrf,plasma_kstar,ws,15848,215.28195
dgeqrf,plasma_kstar,dmda,398,1.37225
dgeqrf,plasma_kstar,dmda,630,3.8787
dgeqrf,plasma_kstar,dmda,1000,9.8133
dgeqrf,plasma_kstar,dmda,1584,21.60535
dgeqrf,plasma_kstar,dmda,2511,46.6982
dgeqrf,plasma_kstar,dmda,3981,102.9533
dgeqrf,plasma_kstar,dmda,6309,160.4747
dgeqrf,plasma_kstar,dmda,10000,197.70114999999998
dgeqrf,plasma_kstar,dmda,15848,210.08775
dgeqrf,lapack,,398,0.49140000000000006
dgeqrf,lapack,,630,0.70105
dgeqrf,lapack,,1000,4.651949999999999
dgeqrf,lapack,,1584,15.16745
dgeqrf,lapack,,2511,43.81175
dgeqrf,lapack,,3981,94.79145
dgeqrf,lapack,,6309,156.9202
dgeqrf,lapack,,10000,330.66589999999997
dgeqrf,lapack,,15848,515.16155
ssytrf,vendor,,398,0.3459
ssytrf,vendor,,630,1.45335
ssytrf,vendor,,1000,5.84805
ssytrf,vendor,,1584,7.9548000000000005
ssytrf,vendor,,2511,23.12825
ssytrf,vendor,,3981,61.40435000000001
ssytrf,vendor,,6309,119.45755
ssytrf,vendor,,10000,272.4371
ssytrf,vendor,,15848,485.36204999999995
ssytrf,plasma_17,,398,0.38134999999999997
ssytrf,plasma_17,,630,1.6251
ssytrf,plasma_17,,1000,3.468
ssytrf,plasma_17,,1584,7.7575
