routine,library,starpu_sched,n,gflops
ssytrf,plasma_17,,2511,17.8353
ssytrf,plasma_17,,3981,34.80265
ssytrf,plasma_17,,6309,66.34565
ssytrf,plasma_17,,10000,114.99834999999999
ssytrf,plasma_17,,15848,182.05635
ssytrf,plasma_2_8_0,,398,0.5434
ssytrf,plasma_2_8_0,,630,0.92765
ssytrf,plasma_2_8_0,,1000,1.8409
ssytrf,plasma_2_8_0,,1584,3.22785
ssytrf,plasma_2_8_0,,2511,7.13505
ssytrf,plasma_2_8_0,,3981,14.2841
ssytrf,plasma_2_8_0,,6309,18.611150000000002
ssytrf,plasma_2_8_0,,10000,32.716300000000004
ssytrf,plasma_2_8_0,,15848,45.7474
ssytrf,lapack,,398,0.23965
ssytrf,lapack,,630,0.9992
ssytrf,lapack,,1000,3.5345999999999997
ssytrf,lapack,,1584,11.28585
ssytrf,lapack,,2511,31.651000000000003
ssytrf,lapack,,3981,65.408
ssytrf,lapack,,6309,129.4185
ssytrf,lapack,,10000,273.86375
ssytrf,lapack,,15848,474.0019
spotrf,vendor,,398,0.125
spotrf,vendor,,630,0.11455
spotrf,vendor,,1000,0.77055
spotrf,vendor,,1584,5.8487
spotrf,vendor,,2511,15.682749999999999
spotrf,vendor,,3981,63.01325
spotrf,vendor,,6309,157.8208
spotrf,vendor,,10000,310.02
spotrf,vendor,,15848,599.9596
spotrf,plasma_17,,398,0.4077
spotrf,plasma_17,,630,1.3554
spotrf,plasma_17,,1000,3.8719
spotrf,plasma_17,,1584,9.8474
spotrf,plasma_17,,2511,22.78745
spotrf,plasma_17,,3981,77.80369999999999
spotrf,plasma_17,,6309,180.80605
spotrf,plasma_17,,10000,253.20684999999997
spotrf,plasma_17,,15848,509.22635
spotrf,plasma_2_8_0,,398,1.2178
spotrf,plasma_2_8_0,,630,4.10935
spotrf,plasma_2_8_0,,1000,13.41055
spotrf,plasma_2_8_0,,1584,39.32255
spotrf,plasma_2_8_0,,2511,98.4918
spotrf,plasma_2_8_0,,3981,220.51405
spotrf,plasma_2_8_0,,6309,379.7046
spotrf,plasma_2_8_0,,10000,510.68395
spotrf,plasma_2_8_0,,15848,630.8297500000001
spotrf,plasma_kstar,eager,398,0.5078499999999999
spotrf,plasma_kstar,eager,630,1.7673
spotrf,plasma_kstar,eager,1000,6.6836
spotrf,plasma_kstar,eager,1584,21.16535
spotrf,plasma_kstar,eager,2511,67.1736
spotrf,plasma_kstar,eager,3981,177.36855
spotrf,plasma_kstar,eager,6309,355.98154999999997
spotrf,plasma_kstar,eager,10000,473.57465
spotrf,plasma_kstar,eager,15848,611.83745
spotrf,plasma_kstar,ws,398,0.49385
spotrf,plasma_kstar,ws,630,1.6251
spotrf,plasma_kstar,ws,1000,5.2261
spotrf,plasma_kstar,ws,1584,14.134250000000002
spotrf,plasma_kstar,ws,2511,46.56825
spotrf,plasma_kstar,ws,3981,132.8084
spotrf,plasma_kstar,ws,6309,252.15875
spotrf,plasma_kstar,ws,10000,334.49154999999996
spotrf,plasma_kstar,ws,15848,389.02265
spotrf,plasma_kstar,dmda,398,0.49334999999999996
spotrf,plasma_kstar,dmda,630,1.7711999999999999
spotrf,plasma_kstar,dmda,1000,6.1648499999999995
spotrf,plasma_kstar,dmda,1584,18.28725
spotrf,plasma_kstar,dmda,2511,49.82175
spotrf,plasma_kstar,dmda,3981,106.18690000000001
spotrf,plasma_kstar,dmda,6309,195.14005
spotrf,plasma_kstar,dmda,10000,271.71934999999996
spotrf,plasma_kstar,dmda,15848,347.83335
spotrf,lapack,,398,0.1273
spotrf,lapack,,630,0.54985
spotrf,lapack,,1000,2.28655
spotrf,lapack,,1584,3.06315
spotrf,lapack,,2511,22.631149999999998
spotrf,lapack,,3981,53.709
spotrf,lapack,,6309,84.61055
spotrf,lapack,,10000,316.1119
spotrf,lapack,,15848,613.0299
sgetrf,vendor,,398,0.32094999999999996
sgetrf,vendor,,630,0.43815000000000004
sgetrf,vendor,,1000,0.97975
sgetrf,vendor,,1584,9.2106
sgetrf,vendor,,2511,32.9911
sgetrf,vendor,,3981,92.70345
sgetrf,vendor,,6309,198.30065000000002
sgetrf,vendor,,10000,357.0605
sgetrf,vendor,,15848,870.97975
sgetrf,plasma_17,,398,0.4879
sgetrf,plasma_17,,630,1.43095
sgetrf,plasma_17,,1000,4.69755
sgetrf,plasma_17,,1584,10.29175
sgetrf,plasma_17,,2511,24.3351
sgetrf,plasma_17,,3981,50.41495
sgetrf,plasma_17,,6309,91.8053
sgetrf,plasma_17,,10000,146.21744999999999
sgetrf,plasma_17,,15848,195.41575
sgetrf,plasma_2_8_0,,398,2.2302
sgetrf,plasma_2_8_0,,630,6.5565
sgetrf,plasma_2_8_0,,1000,17.14845
sgetrf,plasma_2_8_0,,1584,39.9502
sgetrf,plasma_2_8_0,,2511,94.6277
sgetrf,plasma_2_8_0,,3981,194.68415
sgetrf,plasma_2_8_0,,6309,330.9886
sgetrf,plasma_2_8_0,,10000,344.60955
sgetrf,plasma_2_8_0,,15848,294.2846
sgetrf,lapack,,398,0.2463
sgetrf,lapack,,630,1.2149
sgetrf,lapack,,1000,2.63575
sgetrf,lapack,,1584,4.718500000000001
sgetrf,lapack,,2511,13.57075
sgetrf,lapack,,3981,77.73835
sgetrf,lapack,,6309,255.48649999999998
sgetrf,lapack,,10000,338.59439999999995
sgetrf,lapack,,15848,832.8789999999999
sgeqrf,vendor,,398,0.406
sgeqrf,vendor,,630,2.43605
sgeqrf,vendor,,1000,3.67425
sgeqrf,vendor,,1584,13.315850000000001
sgeqrf,vendor,,2511,44.8999
sgeqrf,vendor,,3981,125.42575
sgeqrf,vendor,,6309,280.7686
sgeqrf,vendor,,10000,567.5987
sgeqrf,vendor,,15848,1019.2978499999999
sgeqrf,plasma_17,,398,0.92085
sgeqrf,plasma_17,,630,3.25955
sgeqrf,plasma_17,,1000,11.170950000000001
sgeqrf,plasma_17,,1584,18.814500000000002
sgeqrf,plasma_17,,2511,39.5224
sgeqrf,plasma_17,,3981,96.91454999999999
sgeqrf,plasma_17,,6309,199.1568
sgeqrf,plasma_17,,10000,395.5061
sgeqrf,plasma_17,,15848,494.844
sgeqrf,plasma_2_8_0,,398,2.9211
sgeqrf,plasma_2_8_0,,630,7.8695
sgeqrf,plasma_2_8_0,,1000,21.2559
sgeqrf,plasma_2_8_0,,1584,51.3185
sgeqrf,plasma_2_8_0,,2511,128.03345
sgeqrf,plasma_2_8_0,,3981,288.9309
sgeqrf,plasma_2_8_0,,6309,446.5685
sgeqrf,plasma_2_8_0,,10000,536.8334
sgeqrf,plasma_2_8_0,,15848,534.6804500000001
sgeqrf,plasma_kstar,eager,398,1.4374500000000001
sgeqrf,plasma_kstar,eager,630,4.5653
sgeqrf,plasma_kstar,eager,1000,13.60595
sgeqrf,plasma_kstar,eager,1584,37.0321
sgeqrf,plasma_kstar,eager,2511,101.6673
sgeqrf,plasma_kstar,eager,3981,241.21275
sgeqrf,plasma_kstar,eager,6309,416.46434999999997
sgeqrf,plasma_kstar,eager,10000,520.70435
sgeqrf,plasma_kstar,eager,15848,525.05485
sgeqrf,plasma_kstar,ws,398,1.3282
sgeqrf,plasma_kstar,ws,630,3.94945
sgeqrf,plasma_kstar,ws,1000,12.3019
sgeqrf,plasma_kstar,ws,1584,33.203900000000004
sgeqrf,plasma_kstar,ws,2511,93.4498
sgeqrf,plasma_kstar,ws,3981,223.08460000000002
sgeqrf,plasma_kstar,ws,6309,361.54240000000004
sgeqrf,plasma_kstar,ws,10000,408.95034999999996
sgeqrf,plasma_kstar,ws,15848,422.79560000000004
sgeqrf,plasma_kstar,dmda,398,1.4069
sgeqrf,plasma_kstar,dmda,630,4.429
sgeqrf,plasma_kstar,dmda,1000,12.20835
sgeqrf,plasma_kstar,dmda,1584,31.0182
sgeqrf,plasma_kstar,dmda,2511,77.32849999999999
sgeqrf,plasma_kstar,dmda,3981,147.20589999999999
sgeqrf,plasma_kstar,dmda,6309,279.17395
sgeqrf,plasma_kstar,dmda,10000,401.76155
sgeqrf,plasma_kstar,dmda,15848,435.5566
sgeqrf,lapack,,398,0.44430000000000003
sgeqrf,lapack,,630,1.0528
sgeqrf,lapack,,1000,3.68135
sgeqrf,lapack,,1584,14.3702
sgeqrf,lapack,,2511,52.549949999999995
sgeqrf,lapack,,3981,141.37279999999998
sgeqrf,lapack,,6309,211.80225000000002
sgeqrf,lapack,,10000,578.7938999999999
sgeqrf,lapack,,15848,924.2275
