Seconds,GFLOPS
0.1007,33.1256
0.3607,73.9615
0.8303,108.4155
1.5452,138.0896
2.4262,171.7646
3.5162,204.7942
5.2652,217.1738
7.4629,228.7074
10.0057,242.8815
12.6603,263.3103
15.8361,280.1806
19.3691,297.3991
23.6223,310.0360
29.0065,315.3489
34.6211,324.9627
40.6581,335.8238
47.1428,347.3994
54.9942,353.5068
63.9307,357.6412
73.3374,363.6299
