Seconds,GFLOPS
0.2821,6.6835
0.6688,26.5445
1.3210,48.1312
2.3413,66.3587
3.6666,84.3072
5.2289,103.4292
7.1847,120.6022
9.4438,137.8805
12.2116,152.6177
15.4056,166.6442
18.7980,182.4006
22.9035,194.9149
27.5738,206.3428
33.0606,215.3939
39.4505,222.4152
46.9430,227.2052
55.4408,231.0749
65.0525,234.0603
76.3118,234.9230
88.1828,237.3539
