Seconds,GFLOPS
0.2793,6.7509
0.6531,27.1823
1.2885,49.3453
2.3268,66.7742
3.6401,84.9193
5.2833,102.3642
7.2857,118.9298
9.5853,135.8451
12.2421,152.2377
15.5649,164.9384
19.0308,180.1688
23.0995,193.2610
27.8834,204.0522
33.4025,213.1893
39.9371,219.7056
47.4090,224.9721
56.1571,228.1273
66.0103,230.6638
77.2367,232.1097
88.9941,235.1900
