Seconds,GFLOPS
0.2587,7.2875
0.6007,29.5553
1.2236,51.9634
2.2042,70.4871
3.4141,90.5399
5.0073,108.0065
6.8132,127.1779
9.0513,143.8605
11.4723,162.4528
14.3941,178.3544
17.4220,196.8068
20.9096,213.5017
24.6889,230.4545
28.8755,246.6121
33.3908,262.7785
38.4772,277.1955
44.0010,291.1520
49.9939,304.5612
56.9937,314.5504
64.3823,325.0978
