Seconds,GFLOPS
0.0692,48.2218
0.2603,102.4813
0.5670,158.7697
1.0690,199.6045
1.8081,230.4760
2.8662,251.2395
4.3805,261.0349
6.2518,273.0133
8.7679,277.1695
11.8566,281.1593
15.6292,283.8904
20.2013,285.1486
25.6848,285.1402
32.0316,285.5662
39.4560,285.1418
47.8736,285.2088
57.3468,285.5851
68.4490,284.0190
80.4395,284.2413
94.2187,283.0401
