Seconds,GFLOPS
0.2799,6.7373
0.8405,21.1222
1.7542,36.2446
3.1661,49.0726
4.9788,62.0864
7.2558,74.5372
9.9788,86.8334
13.1276,99.1896
16.6941,111.6384
20.7721,123.5916
24.9591,137.3753
29.8941,149.3347
35.3278,161.0531
41.2488,172.6365
47.6265,184.2335
54.5434,195.5452
62.0615,206.4239
72.0171,211.4249
83.3720,215.0289
95.7409,218.6164
