Seconds,GFLOPS
0.2368,7.9620
0.5844,30.3763
1.2154,52.3115
2.1677,71.6754
3.3962,91.0176
4.9440,109.3902
6.7785,127.8294
8.9670,145.2122
11.4150,163.2676
14.3204,179.2724
17.3223,197.9393
20.7346,215.3038
24.5304,231.9428
28.6588,248.4768
33.2530,263.8676
38.3260,278.2887
43.6930,293.2042
49.7943,305.7821
56.6637,316.3822
63.8459,327.8288
