Seconds,GFLOPS
0.0605,55.1469
0.2461,108.4074
0.5720,157.3812
1.0870,196.3038
1.7972,231.8762
2.8738,250.5701
4.4650,256.0933
6.4551,264.4154
9.0182,269.4768
12.2801,271.4623
16.1965,273.9464
20.9766,274.6088
26.5134,276.2288
33.0680,276.6163
40.6443,276.8057
49.2542,277.2145
59.2282,276.5134
70.9359,274.0617
83.2476,274.6535
96.9318,275.1177
