Seconds,GFLOPS
0.2787,6.7667
0.7771,22.8459
1.5458,41.1308
2.7381,56.7437
4.3315,71.3645
6.2603,86.3894
8.5778,101.0156
11.2775,115.4622
14.3842,129.5666
17.8989,143.4313
21.5840,158.8568
25.8362,172.7898
30.5044,186.5192
35.6331,199.8437
41.2400,212.7642
47.4173,224.9326
53.9933,237.2696
62.0447,245.4069
71.4746,250.8219
81.4490,256.9772
