Seconds,GFLOPS
0.3014,6.2561
0.8906,19.9350
1.8356,34.6372
3.2966,47.1304
5.2204,59.2128
7.5821,71.3288
10.4311,83.0680
13.7205,94.9031
17.5606,106.1301
21.9525,116.9460
26.6340,128.7363
32.2247,138.5343
38.5705,147.5134
45.8323,155.3717
53.9351,162.6843
63.0239,169.2325
73.2576,174.8757
87.2662,174.4800
103.8104,172.6936
120.9801,173.0081
