Seconds,GFLOPS
0.2513,7.5020
0.6249,28.4092
1.2646,50.2795
2.2656,68.5788
3.5750,86.4671
5.1878,104.2484
7.1328,121.4805
9.5373,136.5296
12.2060,152.6884
15.4104,166.5926
18.8811,181.5973
22.9238,194.7424
27.8604,204.2200
33.3938,213.2446
40.0408,219.1365
47.3490,225.2572
56.4300,227.0240
66.1553,230.1583
77.2413,232.0958
88.8276,235.6311
