
  Status      Error       Time    Gflop/s   House.mode       m       n    nb    ib  padA
      --         --     0.4234   680.3540            f    6000    6000   312    78     0

      --         --     0.4348   662.5334            f    6000    6000   320    80     0
      --         --     0.4240   679.3958            f    6000    6000   320    80     0
      --         --     0.4019   716.8577            f    6000    6000   320    80     0

      --         --     0.4193   687.0705            f    6000    6000   328    82     0
      --         --     0.4221   682.4305            f    6000    6000   328    82     0
      --         --     0.3981   723.6862            f    6000    6000   328    82     0

      --         --     0.4011   718.1169            f    6000    6000   336    84     0
      --         --     0.3835   751.1293            f    6000    6000   336    84     0
      --         --     0.3770   764.0675            f    6000    6000   336    84     0

      --         --     0.4015   717.4173            f    6000    6000   344    86     0
      --         --     0.4021   716.4729            f    6000    6000   344    86     0
      --         --     0.4126   698.1445            f    6000    6000   344    86     0

      --         --     0.3871   744.1419            f    6000    6000   352    88     0
      --         --     0.3857   746.7959            f    6000    6000   352    88     0
      --         --     0.3838   750.6699            f    6000    6000   352    88     0

      --         --     0.3910   736.7519            f    6000    6000   360    90     0
      --         --     0.3910   736.8479            f    6000    6000   360    90     0
      --         --     0.3922   734.4409            f    6000    6000   360    90     0

      --         --     0.4125   698.4390            f    6000    6000   368    92     0
      --         --     0.3963   726.9721            f    6000    6000   368    92     0
      --         --     0.3910   736.7610            f    6000    6000   368    92     0

      --         --     0.4071   707.5989            f    6000    6000   376    94     0
      --         --     0.4035   713.9441            f    6000    6000   376    94     0
      --         --     0.4220   682.5974            f    6000    6000   376    94     0

      --         --     0.9401   486.5925            f    7000    7000    96    24     0
      --         --     0.9514   480.8025            f    7000    7000    96    24     0
      --         --     0.9351   489.1803            f    7000    7000    96    24     0

      --         --     1.0209   448.0495            f    7000    7000   104    26     0
      --         --     1.0093   453.2229            f    7000    7000   104    26     0
      --         --     1.0081   453.7563            f    7000    7000   104    26     0

      --         --     0.9253   494.3492            f    7000    7000   112    28     0
      --         --     0.9304   491.6442            f    7000    7000   112    28     0
      --         --     0.9269   493.5331            f    7000    7000   112    28     0

      --         --     0.9518   480.5983            f    7000    7000   120    30     0
      --         --     0.9544   479.2655            f    7000    7000   120    30     0
      --         --     0.9512   480.8841            f    7000    7000   120    30     0

      --         --     0.7933   576.6182            f    7000    7000   128    32     0
      --         --     0.7975   573.5542            f    7000    7000   128    32     0
      --         --     0.7940   576.1188            f    7000    7000   128    32     0

      --         --     0.8464   540.4134            f    7000    7000   136    34     0
      --         --     0.8468   540.2129            f    7000    7000   136    34     0
      --         --     0.8622   530.5473            f    7000    7000   136    34     0

      --         --     0.8029   569.6894            f    7000    7000   144    36     0
      --         --     0.7886   580.0619            f    7000    7000   144    36     0
      --         --     0.8055   567.8633            f    7000    7000   144    36     0

      --         --     0.8412   543.7968            f    7000    7000   152    38     0
      --         --     0.8360   547.1601            f    7000    7000   152    38     0
      --         --     0.8413   543.6992            f    7000    7000   152    38     0

      --         --     0.7230   632.6435            f    7000    7000   160    40     0
      --         --     0.7420   616.5094            f    7000    7000   160    40     0
      --         --     0.7140   640.6779            f    7000    7000   160    40     0

      --         --     0.7352   622.2078            f    7000    7000   168    42     0
      --         --     0.7679   595.6939            f    7000    7000   168    42     0
      --         --     0.7451   613.9420            f    7000    7000   168    42     0

      --         --     0.7096   644.5993            f    7000    7000   176    44     0
      --         --     0.7087   645.4283            f    7000    7000   176    44     0
      --         --     0.7108   643.5381            f    7000    7000   176    44     0

      --         --     0.7472   612.2152            f    7000    7000   184    46     0
      --         --     0.7475   611.9641            f    7000    7000   184    46     0
      --         --     0.7461   613.0748            f    7000    7000   184    46     0

      --         --     0.6139   745.0991            f    7000    7000   192    48     0
      --         --     0.6151   743.7210            f    7000    7000   192    48     0
      --         --     0.6146   744.3085            f    7000    7000   192    48     0

      --         --     0.6588   694.2969            f    7000    7000   200    50     0
      --         --     0.6608   692.1993            f    7000    7000   200    50     0
      --         --     0.6736   679.0480            f    7000    7000   200    50     0

      --         --     0.6423   712.1914            f    7000    7000   208    52     0
      --         --     0.6553   698.0005            f    7000    7000   208    52     0
      --         --     0.6410   713.6077            f    7000    7000   208    52     0

      --         --     0.6773   675.3781            f    7000    7000   216    54     0
      --         --     0.6721   680.6087            f    7000    7000   216    54     0
      --         --     0.6701   682.6244            f    7000    7000   216    54     0

      --         --     0.6019   759.9217            f    7000    7000   224    56     0
      --         --     0.6105   749.3130            f    7000    7000   224    56     0
      --         --     0.6153   743.3863            f    7000    7000   224    56     0

      --         --     0.6301   726.0006            f    7000    7000   232    58     0
      --         --     0.6666   686.2352            f    7000    7000   232    58     0
      --         --     0.6434   710.9931            f    7000    7000   232    58     0

      --         --     0.6270   729.5760            f    7000    7000   240    60     0
      --         --     0.6257   731.0929            f    7000    7000   240    60     0
      --         --     0.6270   729.6135            f    7000    7000   240    60     0

      --         --     0.6590   694.1390            f    7000    7000   248    62     0
      --         --     0.6456   708.5707            f    7000    7000   248    62     0
      --         --     0.6640   688.8693            f    7000    7000   248    62     0

      --         --     0.5906   774.5634            f    7000    7000   256    64     0
      --         --     0.5946   769.3368            f    7000    7000   256    64     0
      --         --     0.6047   756.4178            f    7000    7000   256    64     0

      --         --     0.6084   751.8910            f    7000    7000   264    66     0
      --         --     0.6097   750.2573            f    7000    7000   264    66     0
      --         --     0.6226   734.7372            f    7000    7000   264    66     0

      --         --     0.6057   755.1543            f    7000    7000   272    68     0
      --         --     0.6123   747.0275            f    7000    7000   272    68     0
      --         --     0.6200   737.8127            f    7000    7000   272    68     0

      --         --     0.6521   701.4914            f    7000    7000   280    70     0
      --         --     0.6210   736.6031            f    7000    7000   280    70     0
      --         --     0.6229   734.3230            f    7000    7000   280    70     0

      --         --     0.5681   805.1377            f    7000    7000   288    72     0
      --         --     0.5929   771.4584            f    7000    7000   288    72     0
      --         --     0.5614   814.7834            f    7000    7000   288    72     0

      --         --     0.5884   777.3896            f    7000    7000   296    74     0
      --         --     0.5975   765.5641            f    7000    7000   296    74     0
      --         --     0.6027   758.9996            f    7000    7000   296    74     0

      --         --     0.5958   767.7700            f    7000    7000   304    76     0
      --         --     0.5875   778.6685            f    7000    7000   304    76     0
      --         --     0.5852   781.6286            f    7000    7000   304    76     0

      --         --     0.6151   743.6503            f    7000    7000   312    78     0
      --         --     0.6249   731.9761            f    7000    7000   312    78     0
      --         --     0.6095   750.5565            f    7000    7000   312    78     0

      --         --     0.5783   791.0244            f    7000    7000   320    80     0
      --         --     0.5775   792.0640            f    7000    7000   320    80     0
      --         --     0.5638   811.3386            f    7000    7000   320    80     0

      --         --     0.6081   752.2708            f    7000    7000   328    82     0
      --         --     0.5923   772.2957            f    7000    7000   328    82     0
      --         --     0.5921   772.5129            f    7000    7000   328    82     0

      --         --     0.5720   799.7283            f    7000    7000   336    84     0
      --         --     0.5696   803.0913            f    7000    7000   336    84     0
      --         --     0.5746   796.1394            f    7000    7000   336    84     0

      --         --     0.6324   723.3320            f    7000    7000   344    86     0
      --         --     0.6107   749.0582            f    7000    7000   344    86     0
      --         --     0.6232   733.9798            f    7000    7000   344    86     0

      --         --     0.5527   827.5658            f    7000    7000   352    88     0
      --         --     0.5548   824.5011            f    7000    7000   352    88     0
      --         --     0.5689   804.1047            f    7000    7000   352    88     0

      --         --     0.5884   777.4620            f    7000    7000   360    90     0
      --         --     0.5873   778.8228            f    7000    7000   360    90     0
      --         --     0.6074   753.0580            f    7000    7000   360    90     0

      --         --     0.5850   781.9289            f    7000    7000   368    92     0
      --         --     0.5893   776.2473            f    7000    7000   368    92     0
      --         --     0.5735   797.6283            f    7000    7000   368    92     0

      --         --     0.6177   740.5805            f    7000    7000   376    94     0
      --         --     0.5968   766.4395            f    7000    7000   376    94     0
      --         --     0.5967   766.6387            f    7000    7000   376    94     0

      --         --     1.4120   483.5559            f    8000    8000    96    24     0
      --         --     1.5245   447.8953            f    8000    8000    96    24     0
      --         --     1.4460   472.2049            f    8000    8000    96    24     0

      --         --     1.7200   396.9639            f    8000    8000   104    26     0
      --         --     1.5589   438.0092            f    8000    8000   104    26     0
      --         --     1.5033   454.1994            f    8000    8000   104    26     0

      --         --     1.3779   495.5185            f    8000    8000   112    28     0
      --         --     1.3727   497.3965            f    8000    8000   112    28     0
      --         --     1.3782   495.4256            f    8000    8000   112    28     0

      --         --     1.4070   485.2727            f    8000    8000   120    30     0
      --         --     1.4102   484.1666            f    8000    8000   120    30     0
      --         --     1.4089   484.6256            f    8000    8000   120    30     0

      --         --     1.1806   578.3476            f    8000    8000   128    32     0
      --         --     1.1824   577.4649            f    8000    8000   128    32     0
      --         --     1.1826   577.3773            f    8000    8000   128    32     0

      --         --     1.2587   542.4576            f    8000    8000   136    34     0
      --         --     1.2497   546.3695            f    8000    8000   136    34     0
      --         --     1.2576   542.9273            f    8000    8000   136    34     0

      --         --     1.1671   585.0536            f    8000    8000   144    36     0
      --         --     1.1654   585.8967            f    8000    8000   144    36     0
      --         --     1.1689   584.1379            f    8000    8000   144    36     0

      --         --     1.2230   558.2790            f    8000    8000   152    38     0
      --         --     1.2290   555.5874            f    8000    8000   152    38     0
      --         --     1.2272   556.3994            f    8000    8000   152    38     0

      --         --     1.0324   661.3837            f    8000    8000   160    40     0
      --         --     1.0323   661.4108            f    8000    8000   160    40     0
      --         --     1.0306   662.4978            f    8000    8000   160    40     0

      --         --     1.1013   619.9709            f    8000    8000   168    42     0
      --         --     1.0837   630.0730            f    8000    8000   168    42     0
      --         --     1.0818   631.1847            f    8000    8000   168    42     0

      --         --     1.0483   651.3422            f    8000    8000   176    44     0
      --         --     1.0474   651.9042            f    8000    8000   176    44     0
      --         --     1.0456   652.9987            f    8000    8000   176    44     0

      --         --     1.0943   623.9507            f    8000    8000   184    46     0
      --         --     1.0932   624.5725            f    8000    8000   184    46     0
      --         --     1.0932   624.5956            f    8000    8000   184    46     0

      --         --     0.9014   757.4868            f    8000    8000   192    48     0
      --         --     0.9007   758.0870            f    8000    8000   192    48     0
      --         --     0.9036   755.6213            f    8000    8000   192    48     0

      --         --     0.9622   709.6144            f    8000    8000   200    50     0
      --         --     0.9531   716.3931            f    8000    8000   200    50     0
      --         --     0.9519   717.3176            f    8000    8000   200    50     0

      --         --     0.9230   739.7798            f    8000    8000   208    52     0
      --         --     0.9255   737.7564            f    8000    8000   208    52     0
      --         --     0.9231   739.6402            f    8000    8000   208    52     0

      --         --     0.9701   703.8663            f    8000    8000   216    54     0
      --         --     0.9685   705.0275            f    8000    8000   216    54     0
      --         --     0.9693   704.4388            f    8000    8000   216    54     0

      --         --     0.8760   779.4874            f    8000    8000   224    56     0
      --         --     0.8763   779.1767            f    8000    8000   224    56     0
      --         --     0.8782   777.5300            f    8000    8000   224    56     0

      --         --     0.9184   743.4756            f    8000    8000   232    58     0
      --         --     0.9660   706.8476            f    8000    8000   232    58     0
      --         --     0.9204   741.8739            f    8000    8000   232    58     0

      --         --     0.8884   768.5517            f    8000    8000   240    60     0
      --         --     0.8898   767.3834            f    8000    8000   240    60     0
      --         --     0.8915   765.9142            f    8000    8000   240    60     0

      --         --     0.9523   717.0027            f    8000    8000   248    62     0
      --         --     0.9374   728.3683            f    8000    8000   248    62     0
      --         --     0.9493   719.2863            f    8000    8000   248    62     0

      --         --     0.8738   781.4471            f    8000    8000   256    64     0
      --         --     0.8883   768.6187            f    8000    8000   256    64     0
      --         --     0.8519   801.5228            f    8000    8000   256    64     0

      --         --     0.9254   737.8180            f    8000    8000   264    66     0
      --         --     0.9151   746.1595            f    8000    8000   264    66     0
      --         --     0.9178   743.9293            f    8000    8000   264    66     0

      --         --     0.8734   781.7427            f    8000    8000   272    68     0
      --         --     0.8591   794.8167            f    8000    8000   272    68     0
      --         --     0.8782   777.4940            f    8000    8000   272    68     0

      --         --     0.9232   739.5614            f    8000    8000   280    70     0
      --         --     0.9142   746.8806            f    8000    8000   280    70     0
      --         --     0.9296   734.5044            f    8000    8000   280    70     0

      --         --     0.8136   839.2516            f    8000    8000   288    72     0
      --         --     0.8017   851.6717            f    8000    8000   288    72     0
      --         --     0.8073   845.7525            f    8000    8000   288    72     0

      --         --     0.8881   768.8675            f    8000    8000   296    74     0
      --         --     0.8564   797.2864            f    8000    8000   296    74     0
      --         --     0.8495   803.7247            f    8000    8000   296    74     0

      --         --     0.8432   809.7833            f    8000    8000   304    76     0
      --         --     0.8494   803.8356            f    8000    8000   304    76     0
      --         --     0.8523   801.1014            f    8000    8000   304    76     0

      --         --     0.8595   794.3764            f    8000    8000   312    78     0
      --         --     0.8676   786.9809            f    8000    8000   312    78     0
      --         --     0.8640   790.2625            f    8000    8000   312    78     0

      --         --     0.8051   848.0885            f    8000    8000   320    80     0
      --         --     0.8255   827.1742            f    8000    8000   320    80     0
      --         --     0.8158   836.9168            f    8000    8000   320    80     0

      --         --     0.8600   793.9555            f    8000    8000   328    82     0
      --         --     0.8611   792.9423            f    8000    8000   328    82     0
      --         --     0.8617   792.4054            f    8000    8000   328    82     0

      --         --     0.8304   822.2136            f    8000    8000   336    84     0
      --         --     0.8234   829.2866            f    8000    8000   336    84     0
      --         --     0.8245   828.1800            f    8000    8000   336    84     0

      --         --     0.9073   752.5917            f    8000    8000   344    86     0
      --         --     0.8819   774.2552            f    8000    8000   344    86     0
      --         --     0.8854   771.1825            f    8000    8000   344    86     0

      --         --     0.8016   851.7659            f    8000    8000   352    88     0
      --         --     0.8011   852.3137            f    8000    8000   352    88     0
      --         --     0.7990   854.5601            f    8000    8000   352    88     0

      --         --     0.8348   817.9422            f    8000    8000   360    90     0
      --         --     0.8414   811.5021            f    8000    8000   360    90     0
      --         --     0.8454   807.6696            f    8000    8000   360    90     0

      --         --     0.8269   825.7638            f    8000    8000   368    92     0
      --         --     0.8319   820.7183            f    8000    8000   368    92     0
      --         --     0.8286   824.0596            f    8000    8000   368    92     0

      --         --     0.8863   770.4312            f    8000    8000   376    94     0
      --         --     0.8604   793.5808            f    8000    8000   376    94     0
      --         --     0.8631   791.1324            f    8000    8000   376    94     0

      --         --     1.9769   491.7559            f    9000    9000    96    24     0
      --         --     1.9792   491.1956            f    9000    9000    96    24     0
      --         --     1.9734   492.6307            f    9000    9000    96    24     0

      --         --     2.1195   458.6812            f    9000    9000   104    26     0
      --         --     2.1242   457.6672            f    9000    9000   104    26     0
      --         --     2.1277   456.9102            f    9000    9000   104    26     0

      --         --     1.9811   490.7293            f    9000    9000   112    28     0
      --         --     1.9866   489.3568            f    9000    9000   112    28     0
      --         --     1.9600   495.9895            f    9000    9000   112    28     0

      --         --     1.9877   489.0798            f    9000    9000   120    30     0
      --         --     1.9872   489.2239            f    9000    9000   120    30     0
      --         --     2.0056   484.7291            f    9000    9000   120    30     0

      --         --     1.6707   581.8877            f    9000    9000   128    32     0
      --         --     1.6785   579.1965            f    9000    9000   128    32     0
      --         --     1.6667   583.2960            f    9000    9000   128    32     0

      --         --     1.7707   549.0146            f    9000    9000   136    34     0
      --         --     1.8188   534.5028            f    9000    9000   136    34     0
      --         --     1.7735   548.1571            f    9000    9000   136    34     0

      --         --     1.6519   588.4963            f    9000    9000   144    36     0
      --         --     1.6524   588.3300            f    9000    9000   144    36     0
      --         --     1.6482   589.8280            f    9000    9000   144    36     0

      --         --     1.7447   557.2147            f    9000    9000   152    38     0
      --         --     1.7437   557.5258            f    9000    9000   152    38     0
      --         --     1.7439   557.4495            f    9000    9000   152    38     0

      --         --     1.4701   661.2991            f    9000    9000   160    40     0
      --         --     1.4687   661.9058            f    9000    9000   160    40     0
      --         --     1.4709   660.9405            f    9000    9000   160    40     0

      --         --     1.5452   629.1499            f    9000    9000   168    42     0
      --         --     1.5318   634.6594            f    9000    9000   168    42     0
      --         --     1.5302   635.3360            f    9000    9000   168    42     0

      --         --     1.4818   656.0635            f    9000    9000   176    44     0
      --         --     1.5045   646.1529            f    9000    9000   176    44     0
      --         --     1.5030   646.8104            f    9000    9000   176    44     0

      --         --     1.5356   633.0706            f    9000    9000   184    46     0
      --         --     1.5386   631.8293            f    9000    9000   184    46     0
      --         --     1.5393   631.5505            f    9000    9000   184    46     0

      --         --     1.2676   766.9128            f    9000    9000   192    48     0
      --         --     1.2654   768.2677            f    9000    9000   192    48     0
      --         --     1.2675   766.9968            f    9000    9000   192    48     0

      --         --     1.3458   722.3807            f    9000    9000   200    50     0
      --         --     1.3435   723.6052            f    9000    9000   200    50     0
      --         --     1.3429   723.9139            f    9000    9000   200    50     0

      --         --     1.3038   745.6134            f    9000    9000   208    52     0
      --         --     1.3049   744.9973            f    9000    9000   208    52     0
      --         --     1.3156   738.9654            f    9000    9000   208    52     0

      --         --     1.3545   717.7410            f    9000    9000   216    54     0
      --         --     1.3534   718.2983            f    9000    9000   216    54     0
      --         --     1.3515   719.3088            f    9000    9000   216    54     0

      --         --     1.2362   786.3913            f    9000    9000   224    56     0
      --         --     1.2366   786.1637            f    9000    9000   224    56     0
      --         --     1.2615   770.6478            f    9000    9000   224    56     0

      --         --     1.2853   756.3650            f    9000    9000   232    58     0
      --         --     1.2850   756.5300            f    9000    9000   232    58     0
      --         --     1.2853   756.3911            f    9000    9000   232    58     0

      --         --     1.2475   779.2741            f    9000    9000   240    60     0
      --         --     1.2463   780.0532            f    9000    9000   240    60     0
      --         --     1.2456   780.4580            f    9000    9000   240    60     0

      --         --     1.3132   740.3282            f    9000    9000   248    62     0
      --         --     1.3149   739.3421            f    9000    9000   248    62     0
      --         --     1.3155   739.0071            f    9000    9000   248    62     0

      --         --     1.1917   815.8057            f    9000    9000   256    64     0
      --         --     1.1929   814.9867            f    9000    9000   256    64     0
      --         --     1.1917   815.7956            f    9000    9000   256    64     0

      --         --     1.2569   773.4613            f    9000    9000   264    66     0
      --         --     1.2443   781.2963            f    9000    9000   264    66     0
      --         --     1.2525   776.1743            f    9000    9000   264    66     0

      --         --     1.2144   800.5224            f    9000    9000   272    68     0
      --         --     1.2344   787.5265            f    9000    9000   272    68     0
      --         --     1.2049   806.8630            f    9000    9000   272    68     0

      --         --     1.2856   756.2146            f    9000    9000   280    70     0
      --         --     1.2718   764.4025            f    9000    9000   280    70     0
      --         --     1.2700   765.4984            f    9000    9000   280    70     0

      --         --     1.1258   863.5091            f    9000    9000   288    72     0
      --         --     1.1152   871.7604            f    9000    9000   288    72     0
      --         --     1.1154   871.5929            f    9000    9000   288    72     0

      --         --     1.1723   829.2569            f    9000    9000   296    74     0
      --         --     1.1740   828.1086            f    9000    9000   296    74     0
      --         --     1.1739   828.1609            f    9000    9000   296    74     0

      --         --     1.1496   845.6163            f    9000    9000   304    76     0
      --         --     1.1642   835.0757            f    9000    9000   304    76     0
      --         --     1.1621   836.5755            f    9000    9000   304    76     0

      --         --     1.1993   810.6136            f    9000    9000   312    78     0
      --         --     1.2018   808.9279            f    9000    9000   312    78     0
      --         --     1.2049   806.8449            f    9000    9000   312    78     0

      --         --     1.1396   853.0854            f    9000    9000   320    80     0
      --         --     1.1273   862.4176            f    9000    9000   320    80     0
      --         --     1.1353   856.3298            f    9000    9000   320    80     0

      --         --     1.1963   812.6186            f    9000    9000   328    82     0
      --         --     1.1762   826.5160            f    9000    9000   328    82     0
      --         --     1.1912   816.1305            f    9000    9000   328    82     0

      --         --     1.1486   846.3851            f    9000    9000   336    84     0
      --         --     1.1434   850.2319            f    9000    9000   336    84     0
      --         --     1.1340   857.2881            f    9000    9000   336    84     0

      --         --     1.2061   806.0349            f    9000    9000   344    86     0
      --         --     1.2636   769.3723            f    9000    9000   344    86     0
      --         --     1.2278   791.7700            f    9000    9000   344    86     0

      --         --     1.1057   879.2137            f    9000    9000   352    88     0
      --         --     1.1031   881.2700            f    9000    9000   352    88     0
      --         --     1.1263   863.1480            f    9000    9000   352    88     0

      --         --     1.1509   844.6695            f    9000    9000   360    90     0
      --         --     1.1503   845.1622            f    9000    9000   360    90     0
      --         --     1.1538   842.5438            f    9000    9000   360    90     0

      --         --     1.1416   851.5574            f    9000    9000   368    92     0
      --         --     1.1299   860.3650            f    9000    9000   368    92     0
      --         --     1.1347   856.7548            f    9000    9000   368    92     0

      --         --     1.1847   820.5873            f    9000    9000   376    94     0
      --         --     1.1780   825.2852            f    9000    9000   376    94     0
      --         --     1.2003   809.9161            f    9000    9000   376    94     0

      --         --     2.7589   483.3624            f   10000   10000    96    24     0
      --         --     2.7800   479.6807            f   10000   10000    96    24     0
      --         --     2.7819   479.3530            f   10000   10000    96    24     0

      --         --     3.0346   439.4461            f   10000   10000   104    26     0
      --         --     2.9394   453.6823            f   10000   10000   104    26     0
      --         --     2.9416   453.3371            f   10000   10000   104    26     0

      --         --     2.6790   497.7753            f   10000   10000   112    28     0
      --         --     2.6767   498.2022            f   10000   10000   112    28     0
      --         --     2.6800   497.5891            f   10000   10000   112    28     0

      --         --     2.7647   482.3463            f   10000   10000   120    30     0
      --         --     2.7408   486.5416            f   10000   10000   120    30     0
      --         --     2.7444   485.9054            f   10000   10000   120    30     0

      --         --     2.2942   581.2617            f   10000   10000   128    32     0
      --         --     2.2944   581.2088            f   10000   10000   128    32     0
      --         --     2.2923   581.7376            f   10000   10000   128    32     0

      --         --     2.4224   550.4982            f   10000   10000   136    34     0
      --         --     2.4217   550.6516            f   10000   10000   136    34     0
      --         --     2.4160   551.9624            f   10000   10000   136    34     0

      --         --     2.2571   590.8270            f   10000   10000   144    36     0
      --         --     2.2556   591.2215            f   10000   10000   144    36     0
      --         --     2.2543   591.5530            f   10000   10000   144    36     0

      --         --     2.4201   551.0293            f   10000   10000   152    38     0
      --         --     2.3687   562.9836            f   10000   10000   152    38     0
      --         --     2.3669   563.4093            f   10000   10000   152    38     0

      --         --     2.0195   660.3351            f   10000   10000   160    40     0
      --         --     2.0003   666.6554            f   10000   10000   160    40     0
      --         --     2.0002   666.7113            f   10000   10000   160    40     0

      --         --     2.0907   637.8384            f   10000   10000   168    42     0
      --         --     2.0900   638.0574            f   10000   10000   168    42     0
      --         --     2.0912   637.6917            f   10000   10000   168    42     0

      --         --     2.0095   663.6148            f   10000   10000   176    44     0
      --         --     2.0106   663.2526            f   10000   10000   176    44     0
      --         --     2.0103   663.3476            f   10000   10000   176    44     0

      --         --     2.1296   626.1940            f   10000   10000   184    46     0
      --         --     2.1102   631.9348            f   10000   10000   184    46     0
      --         --     2.1112   631.6417            f   10000   10000   184    46     0

      --         --     1.7349   768.6390            f   10000   10000   192    48     0
      --         --     1.7366   767.9058            f   10000   10000   192    48     0
      --         --     1.7364   767.9965            f   10000   10000   192    48     0

      --         --     1.8307   728.4236            f   10000   10000   200    50     0
      --         --     1.8459   722.4323            f   10000   10000   200    50     0
      --         --     1.8289   729.1275            f   10000   10000   200    50     0

      --         --     1.7843   747.3911            f   10000   10000   208    52     0
      --         --     1.7824   748.1537            f   10000   10000   208    52     0
      --         --     1.7817   748.4791            f   10000   10000   208    52     0

      --         --     1.8604   716.8075            f   10000   10000   216    54     0
      --         --     1.8588   717.4282            f   10000   10000   216    54     0
      --         --     1.8600   716.9362            f   10000   10000   216    54     0

      --         --     1.6755   795.8849            f   10000   10000   224    56     0
      --         --     1.6773   795.0599            f   10000   10000   224    56     0
      --         --     1.6881   789.9530            f   10000   10000   224    56     0

      --         --     1.7802   749.0728            f   10000   10000   232    58     0
      --         --     1.7693   753.7202            f   10000   10000   232    58     0
      --         --     1.7688   753.9303            f   10000   10000   232    58     0

      --         --     1.6978   785.4646            f   10000   10000   240    60     0
      --         --     1.6942   787.1011            f   10000   10000   240    60     0
      --         --     1.6936   787.4022            f   10000   10000   240    60     0

      --         --     1.7969   742.1169            f   10000   10000   248    62     0
      --         --     1.7954   742.7547            f   10000   10000   248    62     0
      --         --     1.7927   743.8615            f   10000   10000   248    62     0

      --         --     1.6163   825.0702            f   10000   10000   256    64     0
      --         --     1.6158   825.2883            f   10000   10000   256    64     0
      --         --     1.6195   823.4342            f   10000   10000   256    64     0

      --         --     1.6713   797.9208            f   10000   10000   264    66     0
      --         --     1.6711   797.9918            f   10000   10000   264    66     0
      --         --     1.6704   798.3131            f   10000   10000   264    66     0

      --         --     1.6216   822.3481            f   10000   10000   272    68     0
      --         --     1.6175   824.4541            f   10000   10000   272    68     0
      --         --     1.6180   824.2031            f   10000   10000   272    68     0

      --         --     1.7137   778.1486            f   10000   10000   280    70     0
      --         --     1.7136   778.1860            f   10000   10000   280    70     0
      --         --     1.7105   779.6086            f   10000   10000   280    70     0

      --         --     1.4950   891.9997            f   10000   10000   288    72     0
      --         --     1.5103   882.9619            f   10000   10000   288    72     0
      --         --     1.4968   890.9321            f   10000   10000   288    72     0

      --         --     1.5992   833.8493            f   10000   10000   296    74     0
      --         --     1.5985   834.2318            f   10000   10000   296    74     0
      --         --     1.6197   823.3419            f   10000   10000   296    74     0

      --         --     1.5664   851.3510            f   10000   10000   304    76     0
      --         --     1.5529   858.7471            f   10000   10000   304    76     0
      --         --     1.5836   842.0770            f   10000   10000   304    76     0

      --         --     1.6332   816.5271            f   10000   10000   312    78     0
      --         --     1.6310   817.6381            f   10000   10000   312    78     0
      --         --     1.6878   790.1102            f   10000   10000   312    78     0

      --         --     1.5256   874.1228            f   10000   10000   320    80     0
      --         --     1.5170   879.0775            f   10000   10000   320    80     0
      --         --     1.5180   878.5007            f   10000   10000   320    80     0

      --         --     1.5863   840.6786            f   10000   10000   328    82     0
      --         --     1.6252   820.5200            f   10000   10000   328    82     0
      --         --     1.6172   824.6025            f   10000   10000   328    82     0

      --         --     1.5285   872.4611            f   10000   10000   336    84     0
      --         --     1.5433   864.0613            f   10000   10000   336    84     0
      --         --     1.5382   866.9379            f   10000   10000   336    84     0

      --         --     1.6243   821.0069            f   10000   10000   344    86     0
      --         --     1.6258   820.2334            f   10000   10000   344    86     0
      --         --     1.6331   816.5684            f   10000   10000   344    86     0

      --         --     1.4806   900.6934            f   10000   10000   352    88     0
      --         --     1.4880   896.1984            f   10000   10000   352    88     0
      --         --     1.4905   894.6709            f   10000   10000   352    88     0

      --         --     1.5333   869.7352            f   10000   10000   360    90     0
      --         --     1.5412   865.2713            f   10000   10000   360    90     0
      --         --     1.5438   863.8232            f   10000   10000   360    90     0

      --         --     1.5167   879.2194            f   10000   10000   368    92     0
      --         --     1.5426   864.4513            f   10000   10000   368    92     0
      --         --     1.5179   878.5590            f   10000   10000   368    92     0

      --         --     1.5801   843.9618            f   10000   10000   376    94     0
      --         --     1.5807   843.6390            f   10000   10000   376    94     0
      --         --     1.6216   822.3633            f   10000   10000   376    94     0

      --         --     4.0833   434.6718            f   11000   11000    96    24     0
      --         --     3.6192   490.4186            f   11000   11000    96    24     0
      --         --     3.6259   489.5046            f   11000   11000    96    24     0

      --         --     3.8486   461.1799            f   11000   11000   104    26     0
      --         --     3.9167   453.1665            f   11000   11000   104    26     0
      --         --     3.8488   461.1613            f   11000   11000   104    26     0

      --         --     3.5653   497.8285            f   11000   11000   112    28     0
      --         --     3.5706   497.0925            f   11000   11000   112    28     0
      --         --     3.5534   499.4950            f   11000   11000   112    28     0

      --         --     3.6337   488.4577            f   11000   11000   120    30     0
      --         --     3.6349   488.2912            f   11000   11000   120    30     0
      --         --     3.6387   487.7927            f   11000   11000   120    30     0

      --         --     3.0597   580.0865            f   11000   11000   128    32     0
      --         --     3.0788   576.4924            f   11000   11000   128    32     0
      --         --     3.0341   584.9856            f   11000   11000   128    32     0

      --         --     3.2155   551.9847            f   11000   11000   136    34     0
      --         --     3.2129   552.4390            f   11000   11000   136    34     0
      --         --     3.2371   548.3046            f   11000   11000   136    34     0

      --         --     3.0120   589.2861            f   11000   11000   144    36     0
