
  Status      Error       Time    Gflop/s       m       n    nb    ib  padA  mtpf  zerocol
      --         --     0.1514   281.6880    4000    4000   288    16     0     8       -1
      --         --     0.1500   284.4568    4000    4000   288    16     0     8       -1

      --         --     0.1498   284.7676    4000    4000   296    16     0     8       -1
      --         --     0.1405   303.6254    4000    4000   296    16     0     8       -1
      --         --     0.1361   313.4603    4000    4000   296    16     0     8       -1

      --         --     0.1330   320.6536    4000    4000   304    16     0     8       -1
      --         --     0.1386   307.8595    4000    4000   304    16     0     8       -1
      --         --     0.1483   287.6839    4000    4000   304    16     0     8       -1

      --         --     0.1287   331.5621    4000    4000   312    16     0     8       -1
      --         --     0.1389   307.1335    4000    4000   312    16     0     8       -1
      --         --     0.1875   227.5041    4000    4000   312    16     0     8       -1

      --         --     0.1831   233.0203    4000    4000   320    16     0     8       -1
      --         --     0.1784   239.0621    4000    4000   320    16     0     8       -1
      --         --     0.1842   231.5322    4000    4000   320    16     0     8       -1

      --         --     0.1897   224.8421    4000    4000   328    16     0     8       -1
      --         --     0.1848   230.8626    4000    4000   328    16     0     8       -1
      --         --     0.1811   235.5630    4000    4000   328    16     0     8       -1

      --         --     0.1766   241.5405    4000    4000   336    16     0     8       -1
      --         --     0.1902   224.2530    4000    4000   336    16     0     8       -1
      --         --     0.1800   237.0196    4000    4000   336    16     0     8       -1

      --         --     0.1847   230.9580    4000    4000   344    16     0     8       -1
      --         --     0.1862   229.1116    4000    4000   344    16     0     8       -1
      --         --     0.1903   224.1551    4000    4000   344    16     0     8       -1

      --         --     0.1939   220.0565    4000    4000   352    16     0     8       -1
      --         --     0.1797   237.4391    4000    4000   352    16     0     8       -1
      --         --     0.1872   227.8277    4000    4000   352    16     0     8       -1

      --         --     0.1990   214.3735    4000    4000   360    16     0     8       -1
      --         --     0.1885   226.2753    4000    4000   360    16     0     8       -1
      --         --     0.1846   231.0508    4000    4000   360    16     0     8       -1

      --         --     0.1864   228.8216    4000    4000   368    16     0     8       -1
      --         --     0.1896   225.0445    4000    4000   368    16     0     8       -1
      --         --     0.1861   229.2788    4000    4000   368    16     0     8       -1

      --         --     0.1902   224.3202    4000    4000   376    16     0     8       -1
      --         --     0.1673   254.9407    4000    4000   376    16     0     8       -1
      --         --     0.1416   301.3004    4000    4000   376    16     0     8       -1

      --         --     0.1507   283.0613    4000    4000   384    16     0     8       -1
      --         --     0.1411   302.3836    4000    4000   384    16     0     8       -1
      --         --     0.1318   323.6463    4000    4000   384    16     0     8       -1

      --         --     0.1391   306.6193    4000    4000   392    16     0     8       -1
      --         --     0.1424   299.6563    4000    4000   392    16     0     8       -1
      --         --     0.1424   299.6281    4000    4000   392    16     0     8       -1

      --         --     0.1358   314.2138    4000    4000   400    16     0     8       -1
      --         --     0.1392   306.3613    4000    4000   400    16     0     8       -1
      --         --     0.1462   291.8604    4000    4000   400    16     0     8       -1

      --         --     0.1402   304.3752    4000    4000   408    16     0     8       -1
      --         --     0.1389   307.1712    4000    4000   408    16     0     8       -1
      --         --     0.1401   304.4745    4000    4000   408    16     0     8       -1

      --         --     0.1362   313.1257    4000    4000   416    16     0     8       -1
      --         --     0.1397   305.4308    4000    4000   416    16     0     8       -1
      --         --     0.1436   297.1690    4000    4000   416    16     0     8       -1

      --         --     0.1420   300.4228    4000    4000   424    16     0     8       -1
      --         --     0.1463   291.6570    4000    4000   424    16     0     8       -1
      --         --     0.1470   290.2707    4000    4000   424    16     0     8       -1

      --         --     0.1537   277.5706    4000    4000   432    16     0     8       -1
      --         --     0.1609   265.1720    4000    4000   432    16     0     8       -1
      --         --     0.1529   279.0835    4000    4000   432    16     0     8       -1

      --         --     0.1578   270.2617    4000    4000   440    16     0     8       -1
      --         --     0.1564   272.8060    4000    4000   440    16     0     8       -1
      --         --     0.1599   266.8141    4000    4000   440    16     0     8       -1

      --         --     0.1657   257.4721    4000    4000   448    16     0     8       -1
      --         --     0.1541   276.8139    4000    4000   448    16     0     8       -1
      --         --     0.1505   283.4948    4000    4000   448    16     0     8       -1

      --         --     0.1491   286.0734    4000    4000   456    16     0     8       -1
      --         --     0.1494   285.4439    4000    4000   456    16     0     8       -1
      --         --     0.1519   280.8228    4000    4000   456    16     0     8       -1

      --         --     0.1479   288.3743    4000    4000   464    16     0     8       -1
      --         --     0.1478   288.6695    4000    4000   464    16     0     8       -1
      --         --     0.1454   293.3307    4000    4000   464    16     0     8       -1

      --         --     0.1573   271.2624    4000    4000   472    16     0     8       -1
      --         --     0.1542   276.5636    4000    4000   472    16     0     8       -1
      --         --     0.1532   278.4397    4000    4000   472    16     0     8       -1

      --         --     0.1550   275.3037    4000    4000   480    16     0     8       -1
      --         --     0.1543   276.4582    4000    4000   480    16     0     8       -1
      --         --     0.1538   277.2773    4000    4000   480    16     0     8       -1

      --         --     0.1556   274.1139    4000    4000   488    16     0     8       -1
      --         --     0.1513   281.9811    4000    4000   488    16     0     8       -1
      --         --     0.1570   271.7417    4000    4000   488    16     0     8       -1

      --         --     0.1584   269.3917    4000    4000   496    16     0     8       -1
      --         --     0.1626   262.3808    4000    4000   496    16     0     8       -1
      --         --     0.1590   268.2746    4000    4000   496    16     0     8       -1

      --         --     0.1530   278.8870    4000    4000   504    16     0     8       -1
      --         --     0.1486   287.0278    4000    4000   504    16     0     8       -1
      --         --     0.1605   265.7868    4000    4000   504    16     0     8       -1

      --         --     0.1945   428.4918    5000    5000   128    16     0     8       -1
      --         --     0.1895   439.6209    5000    5000   128    16     0     8       -1
      --         --     0.1896   439.5365    5000    5000   128    16     0     8       -1

      --         --     0.1869   445.7274    5000    5000   136    16     0     8       -1
      --         --     0.1807   461.1481    5000    5000   136    16     0     8       -1
      --         --     0.1818   458.3179    5000    5000   136    16     0     8       -1

      --         --     0.1824   456.7641    5000    5000   144    16     0     8       -1
      --         --     0.2045   407.4105    5000    5000   144    16     0     8       -1
      --         --     0.2052   405.9895    5000    5000   144    16     0     8       -1

      --         --     0.1969   423.2058    5000    5000   152    16     0     8       -1
      --         --     0.1910   436.1936    5000    5000   152    16     0     8       -1
      --         --     0.1875   444.3543    5000    5000   152    16     0     8       -1

      --         --     0.1899   438.6754    5000    5000   160    16     0     8       -1
      --         --     0.1876   444.2556    5000    5000   160    16     0     8       -1
      --         --     0.1923   433.2380    5000    5000   160    16     0     8       -1

      --         --     0.1887   441.5886    5000    5000   168    16     0     8       -1
      --         --     0.1877   443.9964    5000    5000   168    16     0     8       -1
      --         --     0.1903   437.7894    5000    5000   168    16     0     8       -1

      --         --     0.1872   445.0919    5000    5000   176    16     0     8       -1
      --         --     0.1868   445.9602    5000    5000   176    16     0     8       -1
      --         --     0.1940   429.5983    5000    5000   176    16     0     8       -1

      --         --     0.2312   360.3974    5000    5000   184    16     0     8       -1
      --         --     0.2124   392.3409    5000    5000   184    16     0     8       -1
      --         --     0.2213   376.5007    5000    5000   184    16     0     8       -1

      --         --     0.2047   407.0762    5000    5000   192    16     0     8       -1
      --         --     0.1911   435.9380    5000    5000   192    16     0     8       -1
      --         --     0.1951   426.9585    5000    5000   192    16     0     8       -1

      --         --     0.1884   442.1899    5000    5000   200    16     0     8       -1
      --         --     0.1923   433.3356    5000    5000   200    16     0     8       -1
      --         --     0.1951   426.9760    5000    5000   200    16     0     8       -1

      --         --     0.2019   412.7519    5000    5000   208    16     0     8       -1
      --         --     0.1962   424.6626    5000    5000   208    16     0     8       -1
      --         --     0.1945   428.2902    5000    5000   208    16     0     8       -1

      --         --     0.1832   454.7072    5000    5000   216    16     0     8       -1
      --         --     0.1916   434.8620    5000    5000   216    16     0     8       -1
      --         --     0.1964   424.3443    5000    5000   216    16     0     8       -1

      --         --     0.1994   417.8676    5000    5000   224    16     0     8       -1
      --         --     0.2020   412.3900    5000    5000   224    16     0     8       -1
      --         --     0.2011   414.3587    5000    5000   224    16     0     8       -1

      --         --     0.2033   409.9243    5000    5000   232    16     0     8       -1
      --         --     0.2008   415.0221    5000    5000   232    16     0     8       -1
      --         --     0.2024   411.6696    5000    5000   232    16     0     8       -1

      --         --     0.2027   411.0405    5000    5000   240    16     0     8       -1
      --         --     0.2557   325.8501    5000    5000   240    16     0     8       -1
      --         --     0.2669   312.1503    5000    5000   240    16     0     8       -1

      --         --     0.2721   306.2616    5000    5000   248    16     0     8       -1
      --         --     0.2581   322.8427    5000    5000   248    16     0     8       -1
      --         --     0.2624   317.4856    5000    5000   248    16     0     8       -1

      --         --     0.2602   320.1897    5000    5000   256    16     0     8       -1
      --         --     0.2079   400.7107    5000    5000   256    16     0     8       -1
      --         --     0.1862   447.3678    5000    5000   256    16     0     8       -1

      --         --     0.1820   457.7194    5000    5000   264    16     0     8       -1
      --         --     0.1809   460.6463    5000    5000   264    16     0     8       -1
      --         --     0.1803   462.0571    5000    5000   264    16     0     8       -1

      --         --     0.1804   461.8707    5000    5000   272    16     0     8       -1
      --         --     0.1796   463.8619    5000    5000   272    16     0     8       -1
      --         --     0.1799   463.1829    5000    5000   272    16     0     8       -1

      --         --     0.1841   452.6003    5000    5000   280    16     0     8       -1
      --         --     0.1811   460.1478    5000    5000   280    16     0     8       -1
      --         --     0.1852   449.9687    5000    5000   280    16     0     8       -1

      --         --     0.1842   452.4199    5000    5000   288    16     0     8       -1
      --         --     0.1837   453.6820    5000    5000   288    16     0     8       -1
      --         --     0.1826   456.2327    5000    5000   288    16     0     8       -1

      --         --     0.1885   441.9275    5000    5000   296    16     0     8       -1
      --         --     0.1888   441.2176    5000    5000   296    16     0     8       -1
      --         --     0.1864   446.8953    5000    5000   296    16     0     8       -1

      --         --     0.1934   430.8468    5000    5000   304    16     0     8       -1
      --         --     0.1922   433.4068    5000    5000   304    16     0     8       -1
      --         --     0.1862   447.4605    5000    5000   304    16     0     8       -1

      --         --     0.1979   421.0616    5000    5000   312    16     0     8       -1
      --         --     0.1950   427.2480    5000    5000   312    16     0     8       -1
      --         --     0.2023   411.7667    5000    5000   312    16     0     8       -1

      --         --     0.2072   402.1878    5000    5000   320    16     0     8       -1
      --         --     0.2028   410.9413    5000    5000   320    16     0     8       -1
      --         --     0.2078   400.9138    5000    5000   320    16     0     8       -1

      --         --     0.2155   386.6083    5000    5000   328    16     0     8       -1
      --         --     0.2170   383.9647    5000    5000   328    16     0     8       -1
      --         --     0.2096   397.5656    5000    5000   328    16     0     8       -1

      --         --     0.2108   395.2661    5000    5000   336    16     0     8       -1
      --         --     0.2131   390.9447    5000    5000   336    16     0     8       -1
      --         --     0.2789   298.6947    5000    5000   336    16     0     8       -1

      --         --     0.2786   299.0590    5000    5000   344    16     0     8       -1
      --         --     0.2947   282.6967    5000    5000   344    16     0     8       -1
      --         --     0.2850   292.3327    5000    5000   344    16     0     8       -1

      --         --     0.2920   285.3264    5000    5000   352    16     0     8       -1
      --         --     0.2876   289.6944    5000    5000   352    16     0     8       -1
      --         --     0.2917   285.6117    5000    5000   352    16     0     8       -1

      --         --     0.2144   388.5921    5000    5000   360    16     0     8       -1
      --         --     0.2145   388.3595    5000    5000   360    16     0     8       -1
      --         --     0.2020   412.4074    5000    5000   360    16     0     8       -1

      --         --     0.2027   410.9833    5000    5000   368    16     0     8       -1
      --         --     0.2114   394.0458    5000    5000   368    16     0     8       -1
      --         --     0.2067   403.0104    5000    5000   368    16     0     8       -1

      --         --     0.2147   388.1526    5000    5000   376    16     0     8       -1
      --         --     0.2053   405.7946    5000    5000   376    16     0     8       -1
      --         --     0.2101   396.6220    5000    5000   376    16     0     8       -1

      --         --     0.2092   398.3571    5000    5000   384    16     0     8       -1
      --         --     0.2014   413.6955    5000    5000   384    16     0     8       -1
      --         --     0.2097   397.3176    5000    5000   384    16     0     8       -1

      --         --     0.2151   387.2832    5000    5000   392    16     0     8       -1
      --         --     0.2157   386.3230    5000    5000   392    16     0     8       -1
      --         --     0.2108   395.2429    5000    5000   392    16     0     8       -1

      --         --     0.2066   403.3472    5000    5000   400    16     0     8       -1
      --         --     0.2081   400.4775    5000    5000   400    16     0     8       -1
      --         --     0.2168   384.3630    5000    5000   400    16     0     8       -1

      --         --     0.2186   381.1772    5000    5000   408    16     0     8       -1
      --         --     0.2104   395.9190    5000    5000   408    16     0     8       -1
      --         --     0.2147   388.1348    5000    5000   408    16     0     8       -1

      --         --     0.2275   366.2465    5000    5000   416    16     0     8       -1
      --         --     0.2208   377.4358    5000    5000   416    16     0     8       -1
      --         --     0.2194   379.7386    5000    5000   416    16     0     8       -1

      --         --     0.2200   378.7179    5000    5000   424    16     0     8       -1
      --         --     0.2155   386.6716    5000    5000   424    16     0     8       -1
      --         --     0.2183   381.6705    5000    5000   424    16     0     8       -1

      --         --     0.2171   383.8711    5000    5000   432    16     0     8       -1
      --         --     0.2320   359.1875    5000    5000   432    16     0     8       -1
      --         --     0.2187   380.9524    5000    5000   432    16     0     8       -1

      --         --     0.2388   348.9235    5000    5000   440    16     0     8       -1
      --         --     0.2367   351.9732    5000    5000   440    16     0     8       -1
      --         --     0.2219   375.4217    5000    5000   440    16     0     8       -1

      --         --     0.2240   371.9909    5000    5000   448    16     0     8       -1
      --         --     0.2175   383.1600    5000    5000   448    16     0     8       -1
      --         --     0.2213   376.4866    5000    5000   448    16     0     8       -1

      --         --     0.2338   356.4514    5000    5000   456    16     0     8       -1
      --         --     0.2220   375.2874    5000    5000   456    16     0     8       -1
      --         --     0.2250   370.3622    5000    5000   456    16     0     8       -1

      --         --     0.2217   375.8712    5000    5000   464    16     0     8       -1
      --         --     0.2179   382.4002    5000    5000   464    16     0     8       -1
      --         --     0.2258   368.9448    5000    5000   464    16     0     8       -1

      --         --     0.2274   366.4117    5000    5000   472    16     0     8       -1
      --         --     0.2274   366.4512    5000    5000   472    16     0     8       -1
      --         --     0.2323   358.6023    5000    5000   472    16     0     8       -1

      --         --     0.2163   385.2517    5000    5000   480    16     0     8       -1
      --         --     0.2220   375.2654    5000    5000   480    16     0     8       -1
      --         --     0.2355   353.7499    5000    5000   480    16     0     8       -1

      --         --     0.2279   365.5233    5000    5000   488    16     0     8       -1
      --         --     0.2282   365.1107    5000    5000   488    16     0     8       -1
      --         --     0.2379   350.2161    5000    5000   488    16     0     8       -1

      --         --     0.2308   361.0092    5000    5000   496    16     0     8       -1
      --         --     0.2256   369.3202    5000    5000   496    16     0     8       -1
      --         --     0.2414   345.2140    5000    5000   496    16     0     8       -1

      --         --     0.2342   355.7847    5000    5000   504    16     0     8       -1
      --         --     0.2358   353.3044    5000    5000   504    16     0     8       -1
      --         --     0.2321   359.0247    5000    5000   504    16     0     8       -1

      --         --     0.3000   479.8790    6000    6000   128    16     0     8       -1
      --         --     0.3106   463.5540    6000    6000   128    16     0     8       -1
      --         --     0.3197   450.3942    6000    6000   128    16     0     8       -1

      --         --     0.3141   458.4233    6000    6000   136    16     0     8       -1
      --         --     0.2988   481.8165    6000    6000   136    16     0     8       -1
      --         --     0.2911   494.5964    6000    6000   136    16     0     8       -1

      --         --     0.2713   530.7086    6000    6000   144    16     0     8       -1
      --         --     0.2613   551.0020    6000    6000   144    16     0     8       -1
      --         --     0.2641   545.2678    6000    6000   144    16     0     8       -1

      --         --     0.2686   536.0531    6000    6000   152    16     0     8       -1
      --         --     0.2683   536.6932    6000    6000   152    16     0     8       -1
      --         --     0.2620   549.5736    6000    6000   152    16     0     8       -1

      --         --     0.2523   570.7309    6000    6000   160    16     0     8       -1
      --         --     0.2554   563.7023    6000    6000   160    16     0     8       -1
      --         --     0.2495   577.1458    6000    6000   160    16     0     8       -1

      --         --     0.2481   580.3852    6000    6000   168    16     0     8       -1
      --         --     0.2442   589.6097    6000    6000   168    16     0     8       -1
      --         --     0.2448   588.1486    6000    6000   168    16     0     8       -1

      --         --     0.2465   584.1764    6000    6000   176    16     0     8       -1
      --         --     0.2510   573.7287    6000    6000   176    16     0     8       -1
      --         --     0.2452   587.1104    6000    6000   176    16     0     8       -1

      --         --     0.2451   587.4395    6000    6000   184    16     0     8       -1
      --         --     0.2492   577.7677    6000    6000   184    16     0     8       -1
      --         --     0.2477   581.1732    6000    6000   184    16     0     8       -1

      --         --     0.2481   580.2894    6000    6000   192    16     0     8       -1
      --         --     0.2460   585.2752    6000    6000   192    16     0     8       -1
      --         --     0.2432   591.9782    6000    6000   192    16     0     8       -1

      --         --     0.2477   581.3662    6000    6000   200    16     0     8       -1
      --         --     0.2482   580.0725    6000    6000   200    16     0     8       -1
      --         --     0.2450   587.6948    6000    6000   200    16     0     8       -1

      --         --     0.2494   577.2957    6000    6000   208    16     0     8       -1
      --         --     0.2458   585.7050    6000    6000   208    16     0     8       -1
      --         --     0.2481   580.2237    6000    6000   208    16     0     8       -1

      --         --     0.2503   575.2095    6000    6000   216    16     0     8       -1
      --         --     0.2511   573.4215    6000    6000   216    16     0     8       -1
      --         --     0.2522   570.9989    6000    6000   216    16     0     8       -1

      --         --     0.2559   562.7318    6000    6000   224    16     0     8       -1
      --         --     0.2531   568.8592    6000    6000   224    16     0     8       -1
      --         --     0.2536   567.7181    6000    6000   224    16     0     8       -1

      --         --     0.2534   568.1561    6000    6000   232    16     0     8       -1
      --         --     0.2564   561.5121    6000    6000   232    16     0     8       -1
      --         --     0.2584   557.2886    6000    6000   232    16     0     8       -1

      --         --     0.2513   572.8645    6000    6000   240    16     0     8       -1
      --         --     0.2520   571.3244    6000    6000   240    16     0     8       -1
      --         --     0.2528   569.6149    6000    6000   240    16     0     8       -1

      --         --     0.2620   549.5707    6000    6000   248    16     0     8       -1
      --         --     0.2638   545.8870    6000    6000   248    16     0     8       -1
      --         --     0.2638   545.7549    6000    6000   248    16     0     8       -1

      --         --     0.2628   547.9692    6000    6000   256    16     0     8       -1
      --         --     0.2640   545.4518    6000    6000   256    16     0     8       -1
      --         --     0.2645   544.3635    6000    6000   256    16     0     8       -1

      --         --     0.2636   546.2549    6000    6000   264    16     0     8       -1
      --         --     0.2614   550.9092    6000    6000   264    16     0     8       -1
      --         --     0.2612   551.2027    6000    6000   264    16     0     8       -1

      --         --     0.2688   535.6315    6000    6000   272    16     0     8       -1
      --         --     0.2709   531.5602    6000    6000   272    16     0     8       -1
      --         --     0.2682   536.9343    6000    6000   272    16     0     8       -1

      --         --     0.2731   527.2063    6000    6000   280    16     0     8       -1
      --         --     0.2697   533.7818    6000    6000   280    16     0     8       -1
      --         --     0.2705   532.2621    6000    6000   280    16     0     8       -1

      --         --     0.2688   535.6723    6000    6000   288    16     0     8       -1
      --         --     0.2673   538.6296    6000    6000   288    16     0     8       -1
      --         --     0.2715   530.2822    6000    6000   288    16     0     8       -1

      --         --     0.2758   522.1126    6000    6000   296    16     0     8       -1
      --         --     0.2785   516.9063    6000    6000   296    16     0     8       -1
      --         --     0.2745   524.5259    6000    6000   296    16     0     8       -1

      --         --     0.2762   521.2927    6000    6000   304    16     0     8       -1
      --         --     0.2757   522.2075    6000    6000   304    16     0     8       -1
      --         --     0.2745   524.4996    6000    6000   304    16     0     8       -1

      --         --     0.2777   518.3884    6000    6000   312    16     0     8       -1
      --         --     0.2793   515.5310    6000    6000   312    16     0     8       -1
      --         --     0.2745   524.5765    6000    6000   312    16     0     8       -1

      --         --     0.2745   524.4862    6000    6000   320    16     0     8       -1
      --         --     0.2779   518.0395    6000    6000   320    16     0     8       -1
      --         --     0.2781   517.6982    6000    6000   320    16     0     8       -1

      --         --     0.2820   510.5541    6000    6000   328    16     0     8       -1
      --         --     0.2835   507.8015    6000    6000   328    16     0     8       -1
      --         --     0.2800   514.2917    6000    6000   328    16     0     8       -1

      --         --     0.2794   515.3427    6000    6000   336    16     0     8       -1
      --         --     0.2776   518.7400    6000    6000   336    16     0     8       -1
      --         --     0.2830   508.8403    6000    6000   336    16     0     8       -1

      --         --     0.2862   503.1216    6000    6000   344    16     0     8       -1
      --         --     0.2859   503.5396    6000    6000   344    16     0     8       -1
      --         --     0.2863   502.9780    6000    6000   344    16     0     8       -1

      --         --     0.2897   496.9577    6000    6000   352    16     0     8       -1
      --         --     0.2901   496.4032    6000    6000   352    16     0     8       -1
      --         --     0.2889   498.4570    6000    6000   352    16     0     8       -1

      --         --     0.2860   503.4898    6000    6000   360    16     0     8       -1
      --         --     0.2854   504.5000    6000    6000   360    16     0     8       -1
      --         --     0.2851   505.0343    6000    6000   360    16     0     8       -1

      --         --     0.2848   505.5495    6000    6000   368    16     0     8       -1
      --         --     0.2860   503.3527    6000    6000   368    16     0     8       -1
      --         --     0.2861   503.2111    6000    6000   368    16     0     8       -1

      --         --     0.2929   491.5909    6000    6000   376    16     0     8       -1
      --         --     0.2872   501.4125    6000    6000   376    16     0     8       -1
      --         --     0.2925   492.2674    6000    6000   376    16     0     8       -1

      --         --     0.2842   506.5599    6000    6000   384    16     0     8       -1
      --         --     0.2911   494.6478    6000    6000   384    16     0     8       -1
      --         --     0.2855   504.3867    6000    6000   384    16     0     8       -1

      --         --     0.2960   486.3865    6000    6000   392    16     0     8       -1
      --         --     0.2960   486.4298    6000    6000   392    16     0     8       -1
      --         --     0.2943   489.1628    6000    6000   392    16     0     8       -1

      --         --     0.2981   483.0350    6000    6000   400    16     0     8       -1
      --         --     0.2886   498.8676    6000    6000   400    16     0     8       -1
      --         --     0.2903   496.0101    6000    6000   400    16     0     8       -1

      --         --     0.2908   495.0870    6000    6000   408    16     0     8       -1
      --         --     0.2941   489.5467    6000    6000   408    16     0     8       -1
      --         --     0.2915   493.8578    6000    6000   408    16     0     8       -1

      --         --     0.2990   481.5582    6000    6000   416    16     0     8       -1
      --         --     0.2921   492.9997    6000    6000   416    16     0     8       -1
      --         --     0.2985   482.3231    6000    6000   416    16     0     8       -1

      --         --     0.3056   471.2107    6000    6000   424    16     0     8       -1
      --         --     0.3047   472.5822    6000    6000   424    16     0     8       -1
      --         --     0.3032   474.8084    6000    6000   424    16     0     8       -1

      --         --     0.2963   485.8796    6000    6000   432    16     0     8       -1
      --         --     0.2954   487.3897    6000    6000   432    16     0     8       -1
      --         --     0.2971   484.6735    6000    6000   432    16     0     8       -1

      --         --     0.2991   481.4518    6000    6000   440    16     0     8       -1
      --         --     0.3026   475.7674    6000    6000   440    16     0     8       -1
      --         --     0.2978   483.5394    6000    6000   440    16     0     8       -1

      --         --     0.3050   472.0519    6000    6000   448    16     0     8       -1
      --         --     0.3047   472.5171    6000    6000   448    16     0     8       -1
      --         --     0.3018   477.0833    6000    6000   448    16     0     8       -1

      --         --     0.3092   465.6415    6000    6000   456    16     0     8       -1
      --         --     0.3116   462.1376    6000    6000   456    16     0     8       -1
      --         --     0.3123   460.9902    6000    6000   456    16     0     8       -1

      --         --     0.3035   474.4583    6000    6000   464    16     0     8       -1
      --         --     0.3107   463.4155    6000    6000   464    16     0     8       -1
      --         --     0.3089   466.0625    6000    6000   464    16     0     8       -1

      --         --     0.3074   468.4599    6000    6000   472    16     0     8       -1
      --         --     0.3098   464.7219    6000    6000   472    16     0     8       -1
      --         --     0.3161   455.5446    6000    6000   472    16     0     8       -1

      --         --     0.3073   468.5172    6000    6000   480    16     0     8       -1
      --         --     0.2993   481.0598    6000    6000   480    16     0     8       -1
      --         --     0.3014   477.6523    6000    6000   480    16     0     8       -1

      --         --     0.3201   449.7824    6000    6000   488    16     0     8       -1
      --         --     0.3123   461.0813    6000    6000   488    16     0     8       -1
      --         --     0.3127   460.4934    6000    6000   488    16     0     8       -1

      --         --     0.3319   433.8580    6000    6000   496    16     0     8       -1
      --         --     0.3170   454.1885    6000    6000   496    16     0     8       -1
      --         --     0.3223   446.7065    6000    6000   496    16     0     8       -1

      --         --     0.3155   456.3526    6000    6000   504    16     0     8       -1
      --         --     0.3239   444.5346    6000    6000   504    16     0     8       -1
      --         --     0.3256   442.2654    6000    6000   504    16     0     8       -1

      --         --     0.4049   564.7203    7000    7000   128    16     0     8       -1
      --         --     0.4064   562.6204    7000    7000   128    16     0     8       -1
      --         --     0.4051   564.3470    7000    7000   128    16     0     8       -1

      --         --     0.3970   575.8908    7000    7000   136    16     0     8       -1
      --         --     0.3957   577.7946    7000    7000   136    16     0     8       -1
      --         --     0.3958   577.6032    7000    7000   136    16     0     8       -1

      --         --     0.3668   623.3870    7000    7000   144    16     0     8       -1
      --         --     0.3733   612.4105    7000    7000   144    16     0     8       -1
      --         --     0.3651   626.2594    7000    7000   144    16     0     8       -1

      --         --     0.3717   615.0799    7000    7000   152    16     0     8       -1
      --         --     0.3683   620.7809    7000    7000   152    16     0     8       -1
      --         --     0.3723   614.0609    7000    7000   152    16     0     8       -1

      --         --     0.3655   625.4815    7000    7000   160    16     0     8       -1
      --         --     0.3659   624.8461    7000    7000   160    16     0     8       -1
      --         --     0.3697   618.5319    7000    7000   160    16     0     8       -1

      --         --     0.3673   622.4903    7000    7000   168    16     0     8       -1
      --         --     0.3556   643.0470    7000    7000   168    16     0     8       -1
      --         --     0.3588   637.2969    7000    7000   168    16     0     8       -1

      --         --     0.3580   638.5929    7000    7000   176    16     0     8       -1
      --         --     0.3636   628.8063    7000    7000   176    16     0     8       -1
      --         --     0.3628   630.2491    7000    7000   176    16     0     8       -1

      --         --     0.3640   628.1632    7000    7000   184    16     0     8       -1
      --         --     0.3632   629.5158    7000    7000   184    16     0     8       -1
      --         --     0.3660   624.6308    7000    7000   184    16     0     8       -1

      --         --     0.3537   646.4279    7000    7000   192    16     0     8       -1
      --         --     0.3615   632.4886    7000    7000   192    16     0     8       -1
      --         --     0.3515   650.5232    7000    7000   192    16     0     8       -1

      --         --     0.3567   640.9536    7000    7000   200    16     0     8       -1
      --         --     0.3560   642.3016    7000    7000   200    16     0     8       -1
      --         --     0.3594   636.2457    7000    7000   200    16     0     8       -1

      --         --     0.3481   656.8195    7000    7000   208    16     0     8       -1
      --         --     0.3548   644.3425    7000    7000   208    16     0     8       -1
      --         --     0.3584   638.0051    7000    7000   208    16     0     8       -1

      --         --     0.3791   603.0464    7000    7000   216    16     0     8       -1
      --         --     0.3510   651.3612    7000    7000   216    16     0     8       -1
      --         --     0.3463   660.3328    7000    7000   216    16     0     8       -1

      --         --     0.3495   654.2867    7000    7000   224    16     0     8       -1
      --         --     0.3514   650.5817    7000    7000   224    16     0     8       -1
      --         --     0.3541   645.7693    7000    7000   224    16     0     8       -1

      --         --     0.3620   631.6726    7000    7000   232    16     0     8       -1
      --         --     0.3594   636.1547    7000    7000   232    16     0     8       -1
      --         --     0.3593   636.3420    7000    7000   232    16     0     8       -1

      --         --     0.3695   618.7664    7000    7000   240    16     0     8       -1
      --         --     0.3521   649.3054    7000    7000   240    16     0     8       -1
      --         --     0.3545   644.9620    7000    7000   240    16     0     8       -1

      --         --     0.3622   631.2369    7000    7000   248    16     0     8       -1
      --         --     0.3637   628.7182    7000    7000   248    16     0     8       -1
      --         --     0.3601   634.9113    7000    7000   248    16     0     8       -1

      --         --     0.3630   629.7872    7000    7000   256    16     0     8       -1
      --         --     0.3623   631.0269    7000    7000   256    16     0     8       -1
      --         --     0.3720   614.5612    7000    7000   256    16     0     8       -1

      --         --     0.3599   635.2958    7000    7000   264    16     0     8       -1
      --         --     0.3653   625.8951    7000    7000   264    16     0     8       -1
      --         --     0.3622   631.3331    7000    7000   264    16     0     8       -1

      --         --     0.3628   630.1353    7000    7000   272    16     0     8       -1
      --         --     0.3630   629.8078    7000    7000   272    16     0     8       -1
      --         --     0.3654   625.7883    7000    7000   272    16     0     8       -1

      --         --     0.3698   618.2214    7000    7000   280    16     0     8       -1
      --         --     0.3751   609.5251    7000    7000   280    16     0     8       -1
      --         --     0.3770   606.5431    7000    7000   280    16     0     8       -1

