
  Status      Error       Time    Gflop/s    uplo       n    nb  padA  zerocol

      --         --     0.0358   595.6113       l    4000   392     0       -1
      --         --     0.0348   612.6598       l    4000   392     0       -1
      --         --     0.0366   582.4460       l    4000   392     0       -1

      --         --     0.0370   577.3853       l    4000   400     0       -1
      --         --     0.0345   618.5017       l    4000   400     0       -1
      --         --     0.0365   584.4387       l    4000   400     0       -1

      --         --     0.0351   608.3089       l    4000   408     0       -1
      --         --     0.0350   609.9628       l    4000   408     0       -1
      --         --     0.0355   600.8407       l    4000   408     0       -1

      --         --     0.0378   564.1966       l    4000   416     0       -1
      --         --     0.0358   596.4924       l    4000   416     0       -1
      --         --     0.0364   587.0104       l    4000   416     0       -1

      --         --     0.0369   577.9296       l    4000   424     0       -1
      --         --     0.0373   572.7085       l    4000   424     0       -1
      --         --     0.0370   576.9648       l    4000   424     0       -1

      --         --     0.0376   567.0918       l    4000   432     0       -1
      --         --     0.0367   581.0018       l    4000   432     0       -1
      --         --     0.0366   582.4119       l    4000   432     0       -1

      --         --     0.0381   559.6846       l    4000   440     0       -1
      --         --     0.0384   555.0825       l    4000   440     0       -1
      --         --     0.0382   558.7937       l    4000   440     0       -1

      --         --     0.0383   556.9995       l    4000   448     0       -1
      --         --     0.0391   545.8850       l    4000   448     0       -1
      --         --     0.0384   556.0549       l    4000   448     0       -1

      --         --     0.0389   548.6218       l    4000   456     0       -1
      --         --     0.0390   547.6049       l    4000   456     0       -1
      --         --     0.0387   551.9132       l    4000   456     0       -1

      --         --     0.0403   529.7730       l    4000   464     0       -1
      --         --     0.0415   514.7210       l    4000   464     0       -1
      --         --     0.0401   532.2680       l    4000   464     0       -1

      --         --     0.0412   517.6560       l    4000   472     0       -1
      --         --     0.0413   516.6879       l    4000   472     0       -1
      --         --     0.0418   510.9514       l    4000   472     0       -1

      --         --     0.0422   505.5607       l    4000   480     0       -1
      --         --     0.0420   507.8611       l    4000   480     0       -1
      --         --     0.0423   504.4865       l    4000   480     0       -1

      --         --     0.0430   496.0572       l    4000   488     0       -1
      --         --     0.0427   499.6793       l    4000   488     0       -1
      --         --     0.0435   491.1578       l    4000   488     0       -1

      --         --     0.0443   482.0821       l    4000   496     0       -1
      --         --     0.0442   482.5733       l    4000   496     0       -1
      --         --     0.0442   482.6592       l    4000   496     0       -1

      --         --     0.0457   467.3770       l    4000   504     0       -1
      --         --     0.0454   470.3535       l    4000   504     0       -1
      --         --     0.0444   480.1865       l    4000   504     0       -1

      --         --     0.0492   433.8884       l    4000   512     0       -1
      --         --     0.0485   440.1178       l    4000   512     0       -1
      --         --     0.0475   449.0083       l    4000   512     0       -1

      --         --     0.0489   436.3121       l    4000   520     0       -1
      --         --     0.0483   441.5028       l    4000   520     0       -1
      --         --     0.0476   447.9993       l    4000   520     0       -1

      --         --     0.0482   442.3996       l    4000   528     0       -1
      --         --     0.0476   447.9701       l    4000   528     0       -1
      --         --     0.0490   435.8405       l    4000   528     0       -1

      --         --     0.0498   428.7468       l    4000   536     0       -1
      --         --     0.0540   394.8881       l    4000   536     0       -1
      --         --     0.0483   442.2248       l    4000   536     0       -1

      --         --     0.0500   426.7335       l    4000   544     0       -1
      --         --     0.0498   428.1541       l    4000   544     0       -1
      --         --     0.0495   430.8082       l    4000   544     0       -1

      --         --     0.0504   423.5993       l    4000   552     0       -1
      --         --     0.0507   420.5761       l    4000   552     0       -1
      --         --     0.0507   420.6769       l    4000   552     0       -1

      --         --     0.0521   409.6623       l    4000   560     0       -1
      --         --     0.0515   414.1200       l    4000   560     0       -1
      --         --     0.0516   413.2158       l    4000   560     0       -1

      --         --     0.0539   396.2814       l    4000   568     0       -1
      --         --     0.0535   399.0302       l    4000   568     0       -1
      --         --     0.0533   400.7003       l    4000   568     0       -1

      --         --     0.0550   388.0103       l    4000   576     0       -1
      --         --     0.0547   389.8591       l    4000   576     0       -1
      --         --     0.0548   389.2200       l    4000   576     0       -1

      --         --     0.0550   388.2779       l    4000   584     0       -1
      --         --     0.0547   390.1174       l    4000   584     0       -1
      --         --     0.0537   397.2698       l    4000   584     0       -1

      --         --    13.4693     3.0944       l    5000    64     0       -1
      --         --    13.6896     3.0446       l    5000    64     0       -1
      --         --    13.3023     3.1332       l    5000    64     0       -1

      --         --     1.6282    25.5976       l    5000    72     0       -1
      --         --     1.6026    26.0067       l    5000    72     0       -1
      --         --     1.6418    25.3855       l    5000    72     0       -1

      --         --     1.7480    23.8444       l    5000    80     0       -1
      --         --     1.7774    23.4489       l    5000    80     0       -1
      --         --     1.8829    22.1356       l    5000    80     0       -1

      --         --     0.7790    53.5002       l    5000    88     0       -1
      --         --     0.7860    53.0260       l    5000    88     0       -1
      --         --     0.7627    54.6446       l    5000    88     0       -1

      --         --     1.8754    22.2236       l    5000    96     0       -1
      --         --     2.0258    20.5737       l    5000    96     0       -1
      --         --     2.0884    19.9573       l    5000    96     0       -1

      --         --     0.4733    88.0641       l    5000   104     0       -1
      --         --     0.4733    88.0673       l    5000   104     0       -1
      --         --     0.4745    87.8440       l    5000   104     0       -1

      --         --     0.4751    87.7260       l    5000   112     0       -1
      --         --     0.4647    89.6961       l    5000   112     0       -1
      --         --     0.4656    89.5198       l    5000   112     0       -1

      --         --     0.3031   137.4988       l    5000   120     0       -1
      --         --     0.2956   140.9847       l    5000   120     0       -1
      --         --     0.3124   133.4109       l    5000   120     0       -1

      --         --     0.6238    66.8140       l    5000   128     0       -1
      --         --     0.6715    62.0652       l    5000   128     0       -1
      --         --     0.6360    65.5373       l    5000   128     0       -1

      --         --     0.2158   193.1202       l    5000   136     0       -1
      --         --     0.2158   193.1791       l    5000   136     0       -1
      --         --     0.2204   189.1291       l    5000   136     0       -1

      --         --     0.2084   199.9644       l    5000   144     0       -1
      --         --     0.2130   195.7007       l    5000   144     0       -1
      --         --     0.2071   201.2533       l    5000   144     0       -1

      --         --     0.1543   270.0460       l    5000   152     0       -1
      --         --     0.1582   263.4988       l    5000   152     0       -1
      --         --     0.1604   259.7866       l    5000   152     0       -1

      --         --     0.2176   191.5253       l    5000   160     0       -1
      --         --     0.2169   192.1275       l    5000   160     0       -1
      --         --     0.2345   177.7091       l    5000   160     0       -1

      --         --     0.1222   341.0707       l    5000   168     0       -1
      --         --     0.1224   340.4934       l    5000   168     0       -1
      --         --     0.1227   339.7060       l    5000   168     0       -1

      --         --     0.1246   334.4201       l    5000   176     0       -1
      --         --     0.1234   337.7378       l    5000   176     0       -1
      --         --     0.1249   333.6223       l    5000   176     0       -1

      --         --     0.1082   385.0697       l    5000   184     0       -1
      --         --     0.1023   407.3975       l    5000   184     0       -1
      --         --     0.1030   404.6131       l    5000   184     0       -1

      --         --     0.1271   327.9630       l    5000   192     0       -1
      --         --     0.1246   334.5686       l    5000   192     0       -1
      --         --     0.1256   331.9335       l    5000   192     0       -1

      --         --     0.0765   544.9620       l    5000   200     0       -1
      --         --     0.0779   535.0003       l    5000   200     0       -1
      --         --     0.0768   542.5771       l    5000   200     0       -1

      --         --     0.0819   509.2078       l    5000   208     0       -1
      --         --     0.0814   511.8212       l    5000   208     0       -1
      --         --     0.0822   507.2736       l    5000   208     0       -1

      --         --     0.0700   595.2733       l    5000   216     0       -1
      --         --     0.0699   596.1320       l    5000   216     0       -1
      --         --     0.0705   590.8331       l    5000   216     0       -1

      --         --     0.0776   536.9921       l    5000   224     0       -1
      --         --     0.0753   553.3542       l    5000   224     0       -1
      --         --     0.0785   530.8495       l    5000   224     0       -1

      --         --     0.0567   735.1721       l    5000   232     0       -1
      --         --     0.0574   726.4983       l    5000   232     0       -1
      --         --     0.0571   729.4996       l    5000   232     0       -1

      --         --     0.0534   779.8362       l    5000   240     0       -1
      --         --     0.0546   763.0748       l    5000   240     0       -1
      --         --     0.0568   734.3722       l    5000   240     0       -1

      --         --     0.0567   735.3422       l    5000   248     0       -1
      --         --     0.0555   751.2757       l    5000   248     0       -1
      --         --     0.0561   742.5732       l    5000   248     0       -1

      --         --     0.0555   750.7337       l    5000   256     0       -1
      --         --     0.0567   734.5388       l    5000   256     0       -1
      --         --     0.0564   739.2009       l    5000   256     0       -1

      --         --     0.0517   805.8781       l    5000   264     0       -1
      --         --     0.0515   809.8541       l    5000   264     0       -1
      --         --     0.0508   820.2622       l    5000   264     0       -1

      --         --     0.0519   803.2379       l    5000   272     0       -1
      --         --     0.0517   806.3464       l    5000   272     0       -1
      --         --     0.0514   811.5723       l    5000   272     0       -1

      --         --     0.0517   806.2981       l    5000   280     0       -1
      --         --     0.0496   840.6108       l    5000   280     0       -1
      --         --     0.0498   836.4759       l    5000   280     0       -1

      --         --     0.0504   827.4096       l    5000   288     0       -1
      --         --     0.0510   816.8548       l    5000   288     0       -1
      --         --     0.0511   815.9284       l    5000   288     0       -1

      --         --     0.0501   831.7360       l    5000   296     0       -1
      --         --     0.0497   838.1764       l    5000   296     0       -1
      --         --     0.0493   845.1094       l    5000   296     0       -1

      --         --     0.0491   849.6233       l    5000   304     0       -1
      --         --     0.0492   847.3254       l    5000   304     0       -1
      --         --     0.0494   843.9996       l    5000   304     0       -1

      --         --     0.0520   801.6026       l    5000   312     0       -1
      --         --     0.0497   839.1702       l    5000   312     0       -1
      --         --     0.0506   824.0437       l    5000   312     0       -1

      --         --     0.0513   811.8399       l    5000   320     0       -1
      --         --     0.0516   808.4085       l    5000   320     0       -1
      --         --     0.0509   819.5508       l    5000   320     0       -1

      --         --     0.0509   818.1393       l    5000   328     0       -1
      --         --     0.0514   810.2144       l    5000   328     0       -1
      --         --     0.0510   816.6297       l    5000   328     0       -1

      --         --     0.0496   841.0880       l    5000   336     0       -1
      --         --     0.0518   805.1172       l    5000   336     0       -1
      --         --     0.0504   826.4591       l    5000   336     0       -1

      --         --     0.0515   809.3966       l    5000   344     0       -1
      --         --     0.0520   801.2462       l    5000   344     0       -1
      --         --     0.0518   804.7873       l    5000   344     0       -1

      --         --     0.0543   767.0087       l    5000   352     0       -1
      --         --     0.0541   770.4228       l    5000   352     0       -1
      --         --     0.0548   760.0293       l    5000   352     0       -1

      --         --     0.0529   788.1548       l    5000   360     0       -1
      --         --     0.0542   769.6698       l    5000   360     0       -1
      --         --     0.0503   829.1402       l    5000   360     0       -1

      --         --     0.0533   782.3105       l    5000   368     0       -1
      --         --     0.0522   797.9619       l    5000   368     0       -1
      --         --     0.0535   779.2835       l    5000   368     0       -1

      --         --     0.0551   756.5101       l    5000   376     0       -1
      --         --     0.0526   791.7028       l    5000   376     0       -1
      --         --     0.0538   774.1724       l    5000   376     0       -1

      --         --     0.0547   762.4491       l    5000   384     0       -1
      --         --     0.0544   766.3699       l    5000   384     0       -1
      --         --     0.0550   757.3097       l    5000   384     0       -1

      --         --     0.0547   762.6421       l    5000   392     0       -1
      --         --     0.0548   760.1946       l    5000   392     0       -1
      --         --     0.0552   755.4965       l    5000   392     0       -1

      --         --     0.0530   786.8458       l    5000   400     0       -1
      --         --     0.0545   764.9246       l    5000   400     0       -1
      --         --     0.0549   759.3492       l    5000   400     0       -1

      --         --     0.0553   753.4452       l    5000   408     0       -1
      --         --     0.0548   760.4293       l    5000   408     0       -1
      --         --     0.0572   728.1596       l    5000   408     0       -1

      --         --     0.0586   711.5416       l    5000   416     0       -1
      --         --     0.0558   746.4574       l    5000   416     0       -1
      --         --     0.0606   688.2051       l    5000   416     0       -1

      --         --     0.0555   750.8562       l    5000   424     0       -1
      --         --     0.0580   718.0975       l    5000   424     0       -1
      --         --     0.0569   732.4614       l    5000   424     0       -1

      --         --     0.0562   742.2705       l    5000   432     0       -1
      --         --     0.0592   704.2294       l    5000   432     0       -1
      --         --     0.0577   721.7412       l    5000   432     0       -1

      --         --     0.0605   689.1737       l    5000   440     0       -1
      --         --     0.0596   699.6074       l    5000   440     0       -1
      --         --     0.0622   669.7486       l    5000   440     0       -1

      --         --     0.0601   692.9682       l    5000   448     0       -1
      --         --     0.0609   684.6768       l    5000   448     0       -1
      --         --     0.0617   675.6870       l    5000   448     0       -1

      --         --     0.0619   673.0906       l    5000   456     0       -1
      --         --     0.0605   689.0596       l    5000   456     0       -1
      --         --     0.0622   670.2647       l    5000   456     0       -1

      --         --     0.0621   671.1190       l    5000   464     0       -1
      --         --     0.0620   671.8541       l    5000   464     0       -1
      --         --     0.0589   707.1322       l    5000   464     0       -1

      --         --     0.0611   682.3491       l    5000   472     0       -1
      --         --     0.0604   690.4066       l    5000   472     0       -1
      --         --     0.0630   661.7848       l    5000   472     0       -1

      --         --     0.0606   687.5933       l    5000   480     0       -1
      --         --     0.0645   646.5892       l    5000   480     0       -1
      --         --     0.0628   663.8708       l    5000   480     0       -1

      --         --     0.0625   666.7370       l    5000   488     0       -1
      --         --     0.0608   685.0175       l    5000   488     0       -1
      --         --     0.0647   644.0427       l    5000   488     0       -1

      --         --     0.0664   628.0857       l    5000   496     0       -1
      --         --     0.0665   627.1214       l    5000   496     0       -1
      --         --     0.0623   668.9106       l    5000   496     0       -1

      --         --     0.0683   610.4966       l    5000   504     0       -1
      --         --     0.0642   649.3706       l    5000   504     0       -1
      --         --     0.0631   660.0856       l    5000   504     0       -1

      --         --     0.0663   628.6255       l    5000   512     0       -1
      --         --     0.0687   606.2601       l    5000   512     0       -1
      --         --     0.0673   619.5712       l    5000   512     0       -1

      --         --     0.0653   638.4587       l    5000   520     0       -1
      --         --     0.0650   641.3562       l    5000   520     0       -1
      --         --     0.0656   635.1208       l    5000   520     0       -1

      --         --     0.0655   636.4782       l    5000   528     0       -1
      --         --     0.0665   627.1596       l    5000   528     0       -1
      --         --     0.0659   632.5858       l    5000   528     0       -1

      --         --     0.0672   620.4838       l    5000   536     0       -1
      --         --     0.0670   621.7615       l    5000   536     0       -1
      --         --     0.0679   614.1470       l    5000   536     0       -1

      --         --     0.0693   601.6986       l    5000   544     0       -1
      --         --     0.0698   597.2684       l    5000   544     0       -1
      --         --     0.0696   598.6142       l    5000   544     0       -1

      --         --     0.0704   591.6649       l    5000   552     0       -1
      --         --     0.0690   603.8539       l    5000   552     0       -1
      --         --     0.0706   590.6993       l    5000   552     0       -1

      --         --     0.0720   578.8292       l    5000   560     0       -1
      --         --     0.0706   590.6075       l    5000   560     0       -1
      --         --     0.0715   582.6238       l    5000   560     0       -1

      --         --     0.0723   576.2515       l    5000   568     0       -1
      --         --     0.0716   581.7784       l    5000   568     0       -1
      --         --     0.0724   575.8775       l    5000   568     0       -1

      --         --     0.0716   582.4122       l    5000   576     0       -1
      --         --     0.0723   576.4833       l    5000   576     0       -1
      --         --     0.0729   571.9023       l    5000   576     0       -1

      --         --     0.0766   544.1783       l    5000   584     0       -1
      --         --     0.0751   555.2400       l    5000   584     0       -1
      --         --     0.0757   550.3283       l    5000   584     0       -1

      --         --    32.5470     2.2127       l    6000    64     0       -1
      --         --    32.4693     2.2180       l    6000    64     0       -1
      --         --    32.6401     2.2064       l    6000    64     0       -1

      --         --     4.6468    15.4985       l    6000    72     0       -1
      --         --     4.6305    15.5529       l    6000    72     0       -1
      --         --     4.6174    15.5971       l    6000    72     0       -1

      --         --     5.0951    14.1348       l    6000    80     0       -1
      --         --     5.0996    14.1223       l    6000    80     0       -1
      --         --     5.0752    14.1901       l    6000    80     0       -1

      --         --     2.2331    32.2504       l    6000    88     0       -1
      --         --     2.2520    31.9793       l    6000    88     0       -1
      --         --     2.2485    32.0287       l    6000    88     0       -1

      --         --     4.8428    14.8710       l    6000    96     0       -1
      --         --     5.2145    13.8111       l    6000    96     0       -1
      --         --     5.2500    13.7176       l    6000    96     0       -1

      --         --     1.3034    55.2540       l    6000   104     0       -1
      --         --     1.2926    55.7175       l    6000   104     0       -1
      --         --     1.2875    55.9365       l    6000   104     0       -1

      --         --     1.3994    51.4618       l    6000   112     0       -1
      --         --     1.3962    51.5813       l    6000   112     0       -1
      --         --     1.4004    51.4271       l    6000   112     0       -1

      --         --     0.8131    88.5672       l    6000   120     0       -1
      --         --     0.8166    88.1944       l    6000   120     0       -1
      --         --     0.8272    87.0646       l    6000   120     0       -1

      --         --     1.6039    44.9020       l    6000   128     0       -1
      --         --     1.6295    44.1951       l    6000   128     0       -1
      --         --     1.6164    44.5533       l    6000   128     0       -1

      --         --     0.5857   122.9544       l    6000   136     0       -1
      --         --     0.5786   124.4617       l    6000   136     0       -1
      --         --     0.5847   123.1797       l    6000   136     0       -1

      --         --     0.5670   127.0167       l    6000   144     0       -1
      --         --     0.5736   125.5612       l    6000   144     0       -1
      --         --     0.5815   123.8401       l    6000   144     0       -1

      --         --     0.4186   172.0334       l    6000   152     0       -1
      --         --     0.4141   173.9192       l    6000   152     0       -1
      --         --     0.4183   172.1708       l    6000   152     0       -1

      --         --     0.6097   118.1136       l    6000   160     0       -1
      --         --     0.6261   115.0282       l    6000   160     0       -1
      --         --     0.6269   114.8803       l    6000   160     0       -1

      --         --     0.3061   235.2446       l    6000   168     0       -1
      --         --     0.3071   234.4740       l    6000   168     0       -1
      --         --     0.3072   234.4566       l    6000   168     0       -1

      --         --     0.3150   228.6583       l    6000   176     0       -1
      --         --     0.3146   228.9040       l    6000   176     0       -1
      --         --     0.3174   226.8792       l    6000   176     0       -1

      --         --     0.2647   272.0822       l    6000   184     0       -1
      --         --     0.2361   305.0294       l    6000   184     0       -1
      --         --     0.2518   286.0411       l    6000   184     0       -1

      --         --     0.3257   221.1012       l    6000   192     0       -1
      --         --     0.3144   229.0939       l    6000   192     0       -1
      --         --     0.3103   232.0914       l    6000   192     0       -1

      --         --     0.1863   386.6551       l    6000   200     0       -1
      --         --     0.1870   385.2197       l    6000   200     0       -1
      --         --     0.1854   388.5345       l    6000   200     0       -1

      --         --     0.1818   396.2303       l    6000   208     0       -1
      --         --     0.1849   389.5939       l    6000   208     0       -1
      --         --     0.1868   385.5516       l    6000   208     0       -1

      --         --     0.1546   465.9641       l    6000   216     0       -1
      --         --     0.1579   456.0414       l    6000   216     0       -1
      --         --     0.1579   455.9663       l    6000   216     0       -1

      --         --     0.1849   389.5642       l    6000   224     0       -1
      --         --     0.1992   361.5835       l    6000   224     0       -1
      --         --     0.1844   390.5848       l    6000   224     0       -1

      --         --     0.1363   528.2738       l    6000   232     0       -1
      --         --     0.1321   545.2070       l    6000   232     0       -1
      --         --     0.1339   538.0180       l    6000   232     0       -1

      --         --     0.1260   571.5664       l    6000   240     0       -1
      --         --     0.1241   580.1029       l    6000   240     0       -1
      --         --     0.1299   554.3644       l    6000   240     0       -1

      --         --     0.1199   600.7056       l    6000   248     0       -1
      --         --     0.1187   606.5436       l    6000   248     0       -1
      --         --     0.1223   588.6906       l    6000   248     0       -1

      --         --     0.1355   531.3572       l    6000   256     0       -1
      --         --     0.1374   524.1061       l    6000   256     0       -1
      --         --     0.1389   518.3910       l    6000   256     0       -1

      --         --     0.0987   729.4363       l    6000   264     0       -1
      --         --     0.0987   729.8363       l    6000   264     0       -1
      --         --     0.1001   719.3300       l    6000   264     0       -1

      --         --     0.1035   696.0224       l    6000   272     0       -1
      --         --     0.1045   689.1545       l    6000   272     0       -1
      --         --     0.1017   708.0864       l    6000   272     0       -1

      --         --     0.0934   771.4330       l    6000   280     0       -1
      --         --     0.0906   795.1558       l    6000   280     0       -1
      --         --     0.0912   789.4554       l    6000   280     0       -1

      --         --     0.1213   593.7182       l    6000   288     0       -1
      --         --     0.0973   740.4616       l    6000   288     0       -1
      --         --     0.0929   775.1289       l    6000   288     0       -1

      --         --     0.0898   801.5895       l    6000   296     0       -1
      --         --     0.0910   791.3271       l    6000   296     0       -1
      --         --     0.0981   734.1592       l    6000   296     0       -1

      --         --     0.0920   782.8814       l    6000   304     0       -1
      --         --     0.0861   836.6976       l    6000   304     0       -1
      --         --     0.0874   823.8926       l    6000   304     0       -1

      --         --     0.0844   853.3861       l    6000   312     0       -1
      --         --     0.0844   852.8102       l    6000   312     0       -1
      --         --     0.0855   842.2665       l    6000   312     0       -1

      --         --     0.0881   817.7721       l    6000   320     0       -1
      --         --     0.0830   867.9591       l    6000   320     0       -1
      --         --     0.1054   683.1153       l    6000   320     0       -1

      --         --     0.1002   718.4694       l    6000   328     0       -1
      --         --     0.0970   742.7283       l    6000   328     0       -1
      --         --     0.0926   778.0598       l    6000   328     0       -1

      --         --     0.0931   773.7549       l    6000   336     0       -1
      --         --     0.0896   803.4680       l    6000   336     0       -1
      --         --     0.0826   871.6459       l    6000   336     0       -1

      --         --     0.0927   777.1870       l    6000   344     0       -1
      --         --     0.0931   773.3805       l    6000   344     0       -1
      --         --     0.0881   817.6526       l    6000   344     0       -1

      --         --     0.0874   823.6747       l    6000   352     0       -1
      --         --     0.0974   739.1010       l    6000   352     0       -1
      --         --     0.0883   815.2450       l    6000   352     0       -1

      --         --     0.0866   831.7626       l    6000   360     0       -1
      --         --     0.0890   809.2649       l    6000   360     0       -1
      --         --     0.0848   849.2903       l    6000   360     0       -1

      --         --     0.0825   873.0945       l    6000   368     0       -1
      --         --     0.0911   790.4843       l    6000   368     0       -1
      --         --     0.0957   752.3272       l    6000   368     0       -1

      --         --     0.0922   781.5041       l    6000   376     0       -1
      --         --     0.0845   852.1727       l    6000   376     0       -1
      --         --     0.0845   852.6273       l    6000   376     0       -1

      --         --     0.0880   818.7496       l    6000   384     0       -1
      --         --     0.0861   836.2690       l    6000   384     0       -1
      --         --     0.0890   809.4101       l    6000   384     0       -1

      --         --     0.0893   806.0666       l    6000   392     0       -1
      --         --     0.0900   799.8978       l    6000   392     0       -1
      --         --     0.0947   760.3261       l    6000   392     0       -1

      --         --     0.0862   835.1569       l    6000   400     0       -1
      --         --     0.0915   787.2375       l    6000   400     0       -1
      --         --     0.0955   754.3431       l    6000   400     0       -1

      --         --     0.0836   861.1298       l    6000   408     0       -1
      --         --     0.0937   768.7257       l    6000   408     0       -1
      --         --     0.0988   728.7956       l    6000   408     0       -1

      --         --     0.0918   784.3471       l    6000   416     0       -1
      --         --     0.0864   833.3965       l    6000   416     0       -1
      --         --     0.0860   837.8858       l    6000   416     0       -1

      --         --     0.0955   754.1548       l    6000   424     0       -1
      --         --     0.0885   813.8546       l    6000   424     0       -1
      --         --     0.0851   846.6433       l    6000   424     0       -1

      --         --     0.0848   849.3691       l    6000   432     0       -1
      --         --     0.0862   835.6120       l    6000   432     0       -1
      --         --     0.0876   822.2263       l    6000   432     0       -1

      --         --     0.0929   775.3298       l    6000   440     0       -1
      --         --     0.0898   801.5619       l    6000   440     0       -1
      --         --     0.0859   838.7257       l    6000   440     0       -1

      --         --     0.0873   825.2409       l    6000   448     0       -1
      --         --     0.0896   803.8614       l    6000   448     0       -1
      --         --     0.1011   712.3730       l    6000   448     0       -1

      --         --     0.0953   755.5469       l    6000   456     0       -1
      --         --     0.0944   763.0650       l    6000   456     0       -1
      --         --     0.0998   721.9346       l    6000   456     0       -1

      --         --     0.0931   773.7707       l    6000   464     0       -1
      --         --     0.0912   789.4554       l    6000   464     0       -1
      --         --     0.0871   826.8153       l    6000   464     0       -1

      --         --     0.0935   769.8758       l    6000   472     0       -1
      --         --     0.0862   835.9311       l    6000   472     0       -1
      --         --     0.1053   683.9908       l    6000   472     0       -1

      --         --     0.0997   722.5494       l    6000   480     0       -1
      --         --     0.1051   685.5198       l    6000   480     0       -1
      --         --     0.0996   722.8105       l    6000   480     0       -1

      --         --     0.1048   687.0244       l    6000   488     0       -1
      --         --     0.0971   741.9931       l    6000   488     0       -1
      --         --     0.0975   738.6311       l    6000   488     0       -1

      --         --     0.0917   785.5199       l    6000   496     0       -1
      --         --     0.1150   626.2759       l    6000   496     0       -1
      --         --     0.1006   715.9135       l    6000   496     0       -1

      --         --     0.0924   779.2802       l    6000   504     0       -1
      --         --     0.0915   786.7556       l    6000   504     0       -1
      --         --     0.1119   643.5879       l    6000   504     0       -1

      --         --     0.1030   699.4554       l    6000   512     0       -1
      --         --     0.1022   704.3532       l    6000   512     0       -1
      --         --     0.0979   735.8977       l    6000   512     0       -1

      --         --     0.1009   713.4937       l    6000   520     0       -1
      --         --     0.0984   731.9869       l    6000   520     0       -1
      --         --     0.0992   726.3247       l    6000   520     0       -1

      --         --     0.0969   742.8909       l    6000   528     0       -1
      --         --     0.1028   700.8104       l    6000   528     0       -1
      --         --     0.0977   737.3077       l    6000   528     0       -1

      --         --     0.1066   675.7237       l    6000   536     0       -1
      --         --     0.0972   740.7049       l    6000   536     0       -1
      --         --     0.1050   685.9713       l    6000   536     0       -1

      --         --     0.1044   689.9321       l    6000   544     0       -1
      --         --     0.1070   673.2027       l    6000   544     0       -1
      --         --     0.1014   710.3627       l    6000   544     0       -1

      --         --     0.1030   699.4213       l    6000   552     0       -1
      --         --     0.0980   734.6073       l    6000   552     0       -1
      --         --     0.1012   711.5206       l    6000   552     0       -1

      --         --     0.1020   706.2801       l    6000   560     0       -1
      --         --     0.1151   625.4874       l    6000   560     0       -1
      --         --     0.1074   670.6767       l    6000   560     0       -1

      --         --     0.1151   625.7271       l    6000   568     0       -1
      --         --     0.1155   623.3267       l    6000   568     0       -1
      --         --     0.1269   567.4198       l    6000   568     0       -1

      --         --     0.1388   518.9440       l    6000   576     0       -1
      --         --     0.1181   609.5780       l    6000   576     0       -1
      --         --     0.1053   683.7292       l    6000   576     0       -1

      --         --     0.1294   556.5061       l    6000   584     0       -1
      --         --     0.1283   561.1407       l    6000   584     0       -1
      --         --     0.1298   555.0173       l    6000   584     0       -1

      --         --    75.7116     1.5104       l    7000    64     0       -1
      --         --    76.2817     1.4992       l    7000    64     0       -1
      --         --    74.4265     1.5365       l    7000    64     0       -1

      --         --    11.7224     9.7555       l    7000    72     0       -1
      --         --    11.6467     9.8189       l    7000    72     0       -1
      --         --    11.6389     9.8255       l    7000    72     0       -1

      --         --    12.7375     8.9781       l    7000    80     0       -1
      --         --    12.8494     8.8998       l    7000    80     0       -1
      --         --    12.7561     8.9649       l    7000    80     0       -1

      --         --     5.5550    20.5865       l    7000    88     0       -1
      --         --     5.5068    20.7665       l    7000    88     0       -1
      --         --     5.5030    20.7809       l    7000    88     0       -1

      --         --    11.6422     9.8227       l    7000    96     0       -1
      --         --    11.4921     9.9510       l    7000    96     0       -1
      --         --    11.1096    10.2936       l    7000    96     0       -1

      --         --     3.0132    37.9518       l    7000   104     0       -1
      --         --     3.0691    37.2615       l    7000   104     0       -1
      --         --     3.0504    37.4896       l    7000   104     0       -1

      --         --     3.1909    35.8382       l    7000   112     0       -1
      --         --     3.1510    36.2925       l    7000   112     0       -1
      --         --     3.1819    35.9401       l    7000   112     0       -1

      --         --     1.9236    59.4491       l    7000   120     0       -1
      --         --     1.9090    59.9031       l    7000   120     0       -1
      --         --     1.9135    59.7644       l    7000   120     0       -1

      --         --     3.5822    31.9243       l    7000   128     0       -1
      --         --     3.6702    31.1583       l    7000   128     0       -1
      --         --     3.6591    31.2531       l    7000   128     0       -1

      --         --     1.2633    90.5254       l    7000   136     0       -1
      --         --     1.2697    90.0675       l    7000   136     0       -1
      --         --     1.2608    90.7022       l    7000   136     0       -1

      --         --     1.2302    92.9623       l    7000   144     0       -1
      --         --     1.2410    92.1477       l    7000   144     0       -1
      --         --     1.2552    91.1060       l    7000   144     0       -1

      --         --     0.9248   123.6586       l    7000   152     0       -1
      --         --     0.9230   123.9043       l    7000   152     0       -1
      --         --     0.9223   123.9932       l    7000   152     0       -1

      --         --     1.3542    84.4463       l    7000   160     0       -1
      --         --     1.3623    83.9430       l    7000   160     0       -1
      --         --     1.3366    85.5559       l    7000   160     0       -1

