
  Status      Error       Time    Gflop/s    uplo       n    nb  padA  zerocol
      --         --     0.0581   367.2635       l    4000   232     0       -1
      --         --     0.0579   368.6597       l    4000   232     0       -1

      --         --     0.0567   376.6090       l    4000   240     0       -1
      --         --     0.0565   377.5812       l    4000   240     0       -1
      --         --     0.0566   376.9626       l    4000   240     0       -1

      --         --     0.0599   356.1463       l    4000   248     0       -1
      --         --     0.0601   355.2855       l    4000   248     0       -1
      --         --     0.0572   373.2374       l    4000   248     0       -1

      --         --     0.0643   331.6956       l    4000   256     0       -1
      --         --     0.0619   344.5090       l    4000   256     0       -1
      --         --     0.0619   344.9497       l    4000   256     0       -1

      --         --     0.0573   372.2085       l    4000   264     0       -1
      --         --     0.0584   365.2211       l    4000   264     0       -1
      --         --     0.0565   377.6624       l    4000   264     0       -1

      --         --     0.0594   359.1731       l    4000   272     0       -1
      --         --     0.0574   371.8776       l    4000   272     0       -1
      --         --     0.0577   369.8233       l    4000   272     0       -1

      --         --     0.0607   351.5529       l    4000   280     0       -1
      --         --     0.0598   356.7240       l    4000   280     0       -1
      --         --     0.0586   363.8893       l    4000   280     0       -1

      --         --     0.0588   363.1895       l    4000   288     0       -1
      --         --     0.0586   363.9441       l    4000   288     0       -1
      --         --     0.0598   357.0698       l    4000   288     0       -1

      --         --     0.0586   363.9307       l    4000   296     0       -1
      --         --     0.0577   370.1491       l    4000   296     0       -1
      --         --     0.0593   359.9965       l    4000   296     0       -1

      --         --     0.0596   357.7763       l    4000   304     0       -1
      --         --     0.0592   360.5199       l    4000   304     0       -1
      --         --     0.0601   354.9741       l    4000   304     0       -1

      --         --     0.0607   351.4894       l    4000   312     0       -1
      --         --     0.0593   360.0515       l    4000   312     0       -1
      --         --     0.0583   365.8032       l    4000   312     0       -1

      --         --     0.0654   326.1352       l    4000   320     0       -1
      --         --     0.0600   355.4153       l    4000   320     0       -1
      --         --     0.0617   345.6264       l    4000   320     0       -1

      --         --     0.0618   345.3237       l    4000   328     0       -1
      --         --     0.0639   334.2059       l    4000   328     0       -1
      --         --     0.0641   333.0470       l    4000   328     0       -1

      --         --     0.0664   321.2554       l    4000   336     0       -1
      --         --     0.0651   327.6033       l    4000   336     0       -1
      --         --     0.0627   340.2969       l    4000   336     0       -1

      --         --     0.0637   334.9713       l    4000   344     0       -1
      --         --     0.0633   337.3752       l    4000   344     0       -1
      --         --     0.0662   322.4253       l    4000   344     0       -1

      --         --     0.0696   306.6500       l    4000   352     0       -1
      --         --     0.0652   327.1256       l    4000   352     0       -1
      --         --     0.0648   329.1997       l    4000   352     0       -1

      --         --     0.0687   310.7582       l    4000   360     0       -1
      --         --     0.0661   322.6345       l    4000   360     0       -1
      --         --     0.0666   320.5892       l    4000   360     0       -1

      --         --     0.0651   327.6273       l    4000   368     0       -1
      --         --     0.0672   317.7025       l    4000   368     0       -1
      --         --     0.0684   311.8441       l    4000   368     0       -1

      --         --     0.0685   311.6302       l    4000   376     0       -1
      --         --     0.0704   303.2343       l    4000   376     0       -1
      --         --     0.0663   321.9001       l    4000   376     0       -1

      --         --     0.0697   306.4033       l    4000   384     0       -1
      --         --     0.0697   306.0398       l    4000   384     0       -1
      --         --     0.0742   287.6342       l    4000   384     0       -1

      --         --     0.0744   287.0043       l    4000   392     0       -1
      --         --     0.0729   292.6158       l    4000   392     0       -1
      --         --     0.0745   286.5027       l    4000   392     0       -1

      --         --     0.0751   284.1914       l    4000   400     0       -1
      --         --     0.0779   273.8133       l    4000   400     0       -1
      --         --     0.0767   278.1899       l    4000   400     0       -1

      --         --     0.0727   293.6265       l    4000   408     0       -1
      --         --     0.0769   277.3727       l    4000   408     0       -1
      --         --     0.0744   286.7882       l    4000   408     0       -1

      --         --     0.0787   271.0326       l    4000   416     0       -1
      --         --     0.0779   273.7957       l    4000   416     0       -1
      --         --     0.0780   273.6100       l    4000   416     0       -1

      --         --     0.0781   273.3301       l    4000   424     0       -1
      --         --     0.0763   279.6666       l    4000   424     0       -1
      --         --     0.0787   271.2560       l    4000   424     0       -1

      --         --     0.0773   276.1916       l    4000   432     0       -1
      --         --     0.0773   275.9413       l    4000   432     0       -1
      --         --     0.0805   265.1266       l    4000   432     0       -1

      --         --     0.0804   265.5056       l    4000   440     0       -1
      --         --     0.0802   266.1411       l    4000   440     0       -1
      --         --     0.0802   266.0249       l    4000   440     0       -1

      --         --     0.0852   250.6203       l    4000   448     0       -1
      --         --     0.0816   261.4360       l    4000   448     0       -1
      --         --     0.0826   258.2292       l    4000   448     0       -1

      --         --     0.0805   264.9979       l    4000   456     0       -1
      --         --     0.0828   257.6020       l    4000   456     0       -1
      --         --     0.0810   263.6103       l    4000   456     0       -1

      --         --     0.0820   260.1361       l    4000   464     0       -1
      --         --     0.0831   256.9416       l    4000   464     0       -1
      --         --     0.0828   257.8639       l    4000   464     0       -1

      --         --     0.0844   252.9318       l    4000   472     0       -1
      --         --     0.0853   250.2182       l    4000   472     0       -1
      --         --     0.0860   248.1751       l    4000   472     0       -1

      --         --     0.0875   243.9153       l    4000   480     0       -1
      --         --     0.0853   250.1594       l    4000   480     0       -1
      --         --     0.0871   244.9425       l    4000   480     0       -1

      --         --     0.0893   239.0596       l    4000   488     0       -1
      --         --     0.0905   235.8858       l    4000   488     0       -1
      --         --     0.0896   238.1900       l    4000   488     0       -1

      --         --     0.0912   234.1114       l    4000   496     0       -1
      --         --     0.0932   228.9597       l    4000   496     0       -1
      --         --     0.0917   232.8114       l    4000   496     0       -1

      --         --     0.0929   229.7407       l    4000   504     0       -1
      --         --     0.0927   230.1625       l    4000   504     0       -1
      --         --     0.0936   228.0835       l    4000   504     0       -1

      --         --     0.1002   213.0767       l    4000   512     0       -1
      --         --     0.1015   210.3547       l    4000   512     0       -1
      --         --     0.0986   216.4396       l    4000   512     0       -1

      --         --     0.0956   223.2499       l    4000   520     0       -1
      --         --     0.0963   221.6918       l    4000   520     0       -1
      --         --     0.0961   222.1688       l    4000   520     0       -1

      --         --     0.0956   223.2610       l    4000   528     0       -1
      --         --     0.0959   222.4747       l    4000   528     0       -1
      --         --     0.0974   219.0133       l    4000   528     0       -1

      --         --     0.1000   213.4858       l    4000   536     0       -1
      --         --     0.0999   213.6825       l    4000   536     0       -1
      --         --     0.0999   213.5908       l    4000   536     0       -1

      --         --     0.1038   205.5036       l    4000   544     0       -1
      --         --     0.1031   206.9743       l    4000   544     0       -1
      --         --     0.1010   211.2104       l    4000   544     0       -1

      --         --     0.1054   202.5581       l    4000   552     0       -1
      --         --     0.1041   205.0827       l    4000   552     0       -1
      --         --     0.1035   206.1986       l    4000   552     0       -1

      --         --     0.1043   204.5307       l    4000   560     0       -1
      --         --     0.1078   197.9864       l    4000   560     0       -1
      --         --     0.1061   201.1285       l    4000   560     0       -1

      --         --     0.1090   195.7579       l    4000   568     0       -1
      --         --     0.1090   195.7151       l    4000   568     0       -1
      --         --     0.1086   196.4375       l    4000   568     0       -1

      --         --     0.1100   194.0741       l    4000   576     0       -1
      --         --     0.1125   189.7378       l    4000   576     0       -1
      --         --     0.1081   197.4863       l    4000   576     0       -1

      --         --     0.1117   191.0646       l    4000   584     0       -1
      --         --     0.1119   190.7267       l    4000   584     0       -1
      --         --     0.1135   188.0821       l    4000   584     0       -1

      --         --    14.2786     2.9190       l    5000    64     0       -1
      --         --    14.6559     2.8438       l    5000    64     0       -1
      --         --    14.4195     2.8905       l    5000    64     0       -1

      --         --     2.2067    18.8875       l    5000    72     0       -1
      --         --     2.2197    18.7772       l    5000    72     0       -1
      --         --     2.1829    19.0931       l    5000    72     0       -1

      --         --     2.8164    14.7989       l    5000    80     0       -1
      --         --     2.8157    14.8025       l    5000    80     0       -1
      --         --     2.8895    14.4242       l    5000    80     0       -1

      --         --     0.9418    44.2544       l    5000    88     0       -1
      --         --     0.9608    43.3795       l    5000    88     0       -1
      --         --     0.9676    43.0748       l    5000    88     0       -1

      --         --     2.1982    18.9606       l    5000    96     0       -1
      --         --     2.1955    18.9842       l    5000    96     0       -1
      --         --     2.2329    18.6657       l    5000    96     0       -1

      --         --     0.5615    74.2252       l    5000   104     0       -1
      --         --     0.5836    71.4125       l    5000   104     0       -1
      --         --     0.5688    73.2818       l    5000   104     0       -1

      --         --     0.6748    61.7621       l    5000   112     0       -1
      --         --     0.6665    62.5370       l    5000   112     0       -1
      --         --     0.6674    62.4505       l    5000   112     0       -1

      --         --     0.3511   118.7132       l    5000   120     0       -1
      --         --     0.3665   113.7243       l    5000   120     0       -1
      --         --     0.3523   118.2914       l    5000   120     0       -1

      --         --     0.6721    62.0167       l    5000   128     0       -1
      --         --     0.6952    59.9511       l    5000   128     0       -1
      --         --     0.7426    56.1224       l    5000   128     0       -1

      --         --     0.2349   177.4661       l    5000   136     0       -1
      --         --     0.2486   167.6885       l    5000   136     0       -1
      --         --     0.2363   176.3974       l    5000   136     0       -1

      --         --     0.2553   163.2530       l    5000   144     0       -1
      --         --     0.2501   166.6653       l    5000   144     0       -1
      --         --     0.2468   168.8934       l    5000   144     0       -1

      --         --     0.1660   251.1217       l    5000   152     0       -1
      --         --     0.1688   246.9304       l    5000   152     0       -1
      --         --     0.1689   246.7317       l    5000   152     0       -1

      --         --     0.2450   170.1143       l    5000   160     0       -1
      --         --     0.2219   187.8464       l    5000   160     0       -1
      --         --     0.2430   171.5101       l    5000   160     0       -1

      --         --     0.1375   303.2031       l    5000   168     0       -1
      --         --     0.1384   301.1239       l    5000   168     0       -1
      --         --     0.1381   301.8065       l    5000   168     0       -1

      --         --     0.1433   290.8224       l    5000   176     0       -1
      --         --     0.1417   294.0555       l    5000   176     0       -1
      --         --     0.1397   298.3839       l    5000   176     0       -1

      --         --     0.1219   341.8484       l    5000   184     0       -1
      --         --     0.1195   348.8147       l    5000   184     0       -1
      --         --     0.1207   345.2319       l    5000   184     0       -1

      --         --     0.1480   281.5874       l    5000   192     0       -1
      --         --     0.1488   280.0923       l    5000   192     0       -1
      --         --     0.1339   311.2383       l    5000   192     0       -1

      --         --     0.1066   390.9864       l    5000   200     0       -1
      --         --     0.1037   401.9902       l    5000   200     0       -1
      --         --     0.1037   401.9477       l    5000   200     0       -1

      --         --     0.1066   390.8142       l    5000   208     0       -1
      --         --     0.1087   383.3412       l    5000   208     0       -1
      --         --     0.1078   386.5196       l    5000   208     0       -1

      --         --     0.1057   394.4607       l    5000   216     0       -1
      --         --     0.1019   409.0974       l    5000   216     0       -1
      --         --     0.1026   406.0840       l    5000   216     0       -1

      --         --     0.1021   408.2633       l    5000   224     0       -1
      --         --     0.1045   398.9318       l    5000   224     0       -1
      --         --     0.1049   397.2475       l    5000   224     0       -1

      --         --     0.1030   404.6487       l    5000   232     0       -1
      --         --     0.1087   383.2639       l    5000   232     0       -1
      --         --     0.1039   401.1195       l    5000   232     0       -1

      --         --     0.1004   415.0613       l    5000   240     0       -1
      --         --     0.1023   407.5163       l    5000   240     0       -1
      --         --     0.1026   406.3795       l    5000   240     0       -1

      --         --     0.1139   365.9693       l    5000   248     0       -1
      --         --     0.1038   401.3589       l    5000   248     0       -1
      --         --     0.1034   402.9353       l    5000   248     0       -1

      --         --     0.1056   394.7377       l    5000   256     0       -1
      --         --     0.1051   396.4691       l    5000   256     0       -1
      --         --     0.1080   385.8789       l    5000   256     0       -1

      --         --     0.1025   406.7293       l    5000   264     0       -1
      --         --     0.1031   404.1968       l    5000   264     0       -1
      --         --     0.1013   411.3703       l    5000   264     0       -1

      --         --     0.1017   409.9368       l    5000   272     0       -1
      --         --     0.1065   391.3391       l    5000   272     0       -1
      --         --     0.1048   397.6260       l    5000   272     0       -1

      --         --     0.1033   403.3993       l    5000   280     0       -1
      --         --     0.1063   392.1969       l    5000   280     0       -1
      --         --     0.1070   389.6634       l    5000   280     0       -1

      --         --     0.1058   393.9131       l    5000   288     0       -1
      --         --     0.1045   398.6607       l    5000   288     0       -1
      --         --     0.1029   405.2077       l    5000   288     0       -1

      --         --     0.1001   416.3791       l    5000   296     0       -1
      --         --     0.1053   395.8021       l    5000   296     0       -1
      --         --     0.1043   399.5965       l    5000   296     0       -1

      --         --     0.1045   398.8362       l    5000   304     0       -1
      --         --     0.1205   345.7502       l    5000   304     0       -1
      --         --     0.1068   390.0791       l    5000   304     0       -1

      --         --     0.1048   397.6939       l    5000   312     0       -1
      --         --     0.1132   368.2458       l    5000   312     0       -1
      --         --     0.1084   384.5970       l    5000   312     0       -1

      --         --     0.1040   400.7995       l    5000   320     0       -1
      --         --     0.1097   379.9684       l    5000   320     0       -1
      --         --     0.1068   390.2689       l    5000   320     0       -1

      --         --     0.1269   328.5263       l    5000   328     0       -1
      --         --     0.1154   361.1308       l    5000   328     0       -1
      --         --     0.1116   373.3921       l    5000   328     0       -1

      --         --     0.1085   384.0934       l    5000   336     0       -1
      --         --     0.1147   363.4931       l    5000   336     0       -1
      --         --     0.1084   384.3205       l    5000   336     0       -1

      --         --     0.1085   384.0866       l    5000   344     0       -1
      --         --     0.1124   370.7779       l    5000   344     0       -1
      --         --     0.1145   364.1564       l    5000   344     0       -1

      --         --     0.1180   353.2310       l    5000   352     0       -1
      --         --     0.1192   349.5309       l    5000   352     0       -1
      --         --     0.1163   358.3584       l    5000   352     0       -1

      --         --     0.1111   375.0785       l    5000   360     0       -1
      --         --     0.1194   348.9811       l    5000   360     0       -1
      --         --     0.1066   391.0231       l    5000   360     0       -1

      --         --     0.1132   368.1907       l    5000   368     0       -1
      --         --     0.1152   361.8454       l    5000   368     0       -1
      --         --     0.1152   361.9210       l    5000   368     0       -1

      --         --     0.1111   375.2444       l    5000   376     0       -1
      --         --     0.1147   363.4802       l    5000   376     0       -1
      --         --     0.1075   387.8067       l    5000   376     0       -1

      --         --     0.1216   342.7142       l    5000   384     0       -1
      --         --     0.1153   361.5064       l    5000   384     0       -1
      --         --     0.1152   361.8963       l    5000   384     0       -1

      --         --     0.1157   360.0975       l    5000   392     0       -1
      --         --     0.1315   316.9518       l    5000   392     0       -1
      --         --     0.1248   334.0776       l    5000   392     0       -1

      --         --     0.1197   348.1942       l    5000   400     0       -1
      --         --     0.1226   339.8579       l    5000   400     0       -1
      --         --     0.1202   346.6531       l    5000   400     0       -1

      --         --     0.1171   355.9128       l    5000   408     0       -1
      --         --     0.1201   347.0165       l    5000   408     0       -1
      --         --     0.1393   299.3071       l    5000   408     0       -1

      --         --     0.1290   323.0747       l    5000   416     0       -1
      --         --     0.1215   342.9421       l    5000   416     0       -1
      --         --     0.1282   325.0396       l    5000   416     0       -1

      --         --     0.1190   350.3273       l    5000   424     0       -1
      --         --     0.1253   332.5074       l    5000   424     0       -1
      --         --     0.1316   316.7445       l    5000   424     0       -1

      --         --     0.1256   331.7955       l    5000   432     0       -1
      --         --     0.1222   340.9396       l    5000   432     0       -1
      --         --     0.1186   351.5504       l    5000   432     0       -1

      --         --     0.1379   302.2375       l    5000   440     0       -1
      --         --     0.1248   334.0667       l    5000   440     0       -1
      --         --     0.1259   331.1024       l    5000   440     0       -1

      --         --     0.1324   314.8948       l    5000   448     0       -1
      --         --     0.1381   301.8587       l    5000   448     0       -1
      --         --     0.1310   318.2443       l    5000   448     0       -1

      --         --     0.1269   328.5553       l    5000   456     0       -1
      --         --     0.1311   317.9647       l    5000   456     0       -1
      --         --     0.1249   333.8313       l    5000   456     0       -1

      --         --     0.1312   317.6862       l    5000   464     0       -1
      --         --     0.1266   329.1257       l    5000   464     0       -1
      --         --     0.1228   339.4204       l    5000   464     0       -1

      --         --     0.1271   327.8621       l    5000   472     0       -1
      --         --     0.1431   291.3551       l    5000   472     0       -1
      --         --     0.1252   332.8391       l    5000   472     0       -1

      --         --     0.1364   305.5813       l    5000   480     0       -1
      --         --     0.1478   282.0240       l    5000   480     0       -1
      --         --     0.1255   332.0281       l    5000   480     0       -1

      --         --     0.1323   315.0423       l    5000   488     0       -1
      --         --     0.1389   299.9840       l    5000   488     0       -1
      --         --     0.1327   314.0056       l    5000   488     0       -1

      --         --     0.1332   312.8973       l    5000   496     0       -1
      --         --     0.1454   286.6775       l    5000   496     0       -1
      --         --     0.1328   313.8681       l    5000   496     0       -1

      --         --     0.1388   300.2066       l    5000   504     0       -1
      --         --     0.1388   300.3123       l    5000   504     0       -1
      --         --     0.1354   307.9162       l    5000   504     0       -1

      --         --     0.1457   286.1126       l    5000   512     0       -1
      --         --     0.1510   275.9957       l    5000   512     0       -1
      --         --     0.1441   289.2322       l    5000   512     0       -1

      --         --     0.1620   257.3251       l    5000   520     0       -1
      --         --     0.1393   299.2384       l    5000   520     0       -1
      --         --     0.1380   302.0031       l    5000   520     0       -1

      --         --     0.1516   274.8449       l    5000   528     0       -1
      --         --     0.1420   293.4843       l    5000   528     0       -1
      --         --     0.1416   294.2634       l    5000   528     0       -1

      --         --     0.1466   284.2143       l    5000   536     0       -1
      --         --     0.1428   291.8956       l    5000   536     0       -1
      --         --     0.1453   286.8036       l    5000   536     0       -1

      --         --     0.1512   275.6414       l    5000   544     0       -1
      --         --     0.1570   265.3981       l    5000   544     0       -1
      --         --     0.1652   252.3535       l    5000   544     0       -1

      --         --     0.1734   240.2963       l    5000   552     0       -1
      --         --     0.1689   246.7289       l    5000   552     0       -1
      --         --     0.1814   229.7753       l    5000   552     0       -1

      --         --     0.1716   242.9165       l    5000   560     0       -1
      --         --     0.1554   268.1731       l    5000   560     0       -1
      --         --     0.1532   272.0764       l    5000   560     0       -1

      --         --     0.1632   255.3465       l    5000   568     0       -1
      --         --     0.1701   244.9670       l    5000   568     0       -1
      --         --     0.1840   226.5345       l    5000   568     0       -1

      --         --     0.1748   238.4227       l    5000   576     0       -1
      --         --     0.1604   259.8793       l    5000   576     0       -1
      --         --     0.1643   253.6681       l    5000   576     0       -1

      --         --     0.1733   240.4530       l    5000   584     0       -1
      --         --     0.1563   266.6291       l    5000   584     0       -1
      --         --     0.1608   259.2131       l    5000   584     0       -1

      --         --    35.0692     2.0536       l    6000    64     0       -1
      --         --    34.8313     2.0676       l    6000    64     0       -1
      --         --    35.1917     2.0464       l    6000    64     0       -1

      --         --     5.8185    12.3773       l    6000    72     0       -1
      --         --     5.7815    12.4566       l    6000    72     0       -1
      --         --     5.8445    12.3223       l    6000    72     0       -1

      --         --     7.8935     9.1237       l    6000    80     0       -1
      --         --     7.9700     9.0361       l    6000    80     0       -1
      --         --     7.8236     9.2052       l    6000    80     0       -1

      --         --     2.6252    27.4334       l    6000    88     0       -1
      --         --     2.5927    27.7769       l    6000    88     0       -1
      --         --     2.6448    27.2299       l    6000    88     0       -1

      --         --     5.3520    13.4564       l    6000    96     0       -1
      --         --     5.3343    13.5008       l    6000    96     0       -1
      --         --     5.2912    13.6109       l    6000    96     0       -1

      --         --     1.3952    51.6176       l    6000   104     0       -1
      --         --     1.3960    51.5871       l    6000   104     0       -1
      --         --     1.4255    50.5222       l    6000   104     0       -1

      --         --     1.8614    38.6897       l    6000   112     0       -1
      --         --     1.8041    39.9198       l    6000   112     0       -1
      --         --     1.8558    38.8071       l    6000   112     0       -1

      --         --     0.8619    83.5621       l    6000   120     0       -1
      --         --     0.8525    84.4760       l    6000   120     0       -1
      --         --     0.8691    82.8652       l    6000   120     0       -1

      --         --     1.5579    46.2271       l    6000   128     0       -1
      --         --     1.7178    41.9237       l    6000   128     0       -1
      --         --     1.7223    41.8151       l    6000   128     0       -1

      --         --     0.5942   121.2059       l    6000   136     0       -1
      --         --     0.5947   121.0997       l    6000   136     0       -1
      --         --     0.5986   120.3157       l    6000   136     0       -1

      --         --     0.6769   106.3956       l    6000   144     0       -1
      --         --     0.6954   103.5670       l    6000   144     0       -1
      --         --     0.6736   106.9097       l    6000   144     0       -1

      --         --     0.4326   166.4760       l    6000   152     0       -1
      --         --     0.4457   161.5822       l    6000   152     0       -1
      --         --     0.4338   166.0051       l    6000   152     0       -1

      --         --     0.6735   106.9367       l    6000   160     0       -1
      --         --     0.5884   122.3913       l    6000   160     0       -1
      --         --     0.6351   113.3892       l    6000   160     0       -1

      --         --     0.3128   230.2682       l    6000   168     0       -1
      --         --     0.3112   231.3846       l    6000   168     0       -1
      --         --     0.3105   231.9070       l    6000   168     0       -1

      --         --     0.3573   201.5612       l    6000   176     0       -1
      --         --     0.3559   202.3472       l    6000   176     0       -1
      --         --     0.3562   202.2103       l    6000   176     0       -1

      --         --     0.2455   293.3454       l    6000   184     0       -1
      --         --     0.2482   290.1810       l    6000   184     0       -1
      --         --     0.2453   293.5547       l    6000   184     0       -1

      --         --     0.3142   229.2194       l    6000   192     0       -1
      --         --     0.3181   226.4304       l    6000   192     0       -1
      --         --     0.3271   220.1686       l    6000   192     0       -1

      --         --     0.1983   363.2191       l    6000   200     0       -1
      --         --     0.1981   363.4888       l    6000   200     0       -1
      --         --     0.1973   365.0231       l    6000   200     0       -1

      --         --     0.2063   349.0342       l    6000   208     0       -1
      --         --     0.2002   359.7301       l    6000   208     0       -1
      --         --     0.2063   349.0818       l    6000   208     0       -1

      --         --     0.1785   403.5141       l    6000   216     0       -1
      --         --     0.1769   407.1022       l    6000   216     0       -1
      --         --     0.1760   409.1724       l    6000   216     0       -1

      --         --     0.2022   356.1265       l    6000   224     0       -1
      --         --     0.1901   378.8210       l    6000   224     0       -1
      --         --     0.1964   366.6474       l    6000   224     0       -1

      --         --     0.1748   411.9525       l    6000   232     0       -1
      --         --     0.1672   430.6343       l    6000   232     0       -1
      --         --     0.1698   424.0199       l    6000   232     0       -1

      --         --     0.1657   434.5658       l    6000   240     0       -1
      --         --     0.1704   422.5690       l    6000   240     0       -1
      --         --     0.1729   416.6023       l    6000   240     0       -1

      --         --     0.1731   415.9672       l    6000   248     0       -1
      --         --     0.1754   410.5482       l    6000   248     0       -1
      --         --     0.1741   413.6301       l    6000   248     0       -1

      --         --     0.1995   360.9854       l    6000   256     0       -1
      --         --     0.1984   363.0157       l    6000   256     0       -1
      --         --     0.1812   397.4743       l    6000   256     0       -1

      --         --     0.1640   439.2279       l    6000   264     0       -1
      --         --     0.1617   445.3586       l    6000   264     0       -1
      --         --     0.1622   443.8952       l    6000   264     0       -1

      --         --     0.1652   435.8280       l    6000   272     0       -1
      --         --     0.1632   441.4057       l    6000   272     0       -1
      --         --     0.1704   422.6015       l    6000   272     0       -1

      --         --     0.1639   439.3276       l    6000   280     0       -1
      --         --     0.1682   428.0620       l    6000   280     0       -1
      --         --     0.1731   415.9575       l    6000   280     0       -1

      --         --     0.1695   424.9122       l    6000   288     0       -1
      --         --     0.1702   423.1100       l    6000   288     0       -1
      --         --     0.1698   424.0270       l    6000   288     0       -1

      --         --     0.1915   376.1299       l    6000   296     0       -1
      --         --     0.1747   412.3399       l    6000   296     0       -1
      --         --     0.1876   383.8544       l    6000   296     0       -1

      --         --     0.1771   406.7273       l    6000   304     0       -1
      --         --     0.1789   402.4812       l    6000   304     0       -1
      --         --     0.1799   400.2891       l    6000   304     0       -1

      --         --     0.1795   401.1631       l    6000   312     0       -1
      --         --     0.1720   418.8018       l    6000   312     0       -1
      --         --     0.1700   423.7427       l    6000   312     0       -1

      --         --     0.1721   418.4734       l    6000   320     0       -1
      --         --     0.1744   412.8387       l    6000   320     0       -1
      --         --     0.1777   405.3426       l    6000   320     0       -1

      --         --     0.1747   412.3253       l    6000   328     0       -1
      --         --     0.1798   400.4828       l    6000   328     0       -1
      --         --     0.1673   430.4876       l    6000   328     0       -1

      --         --     0.1788   402.7270       l    6000   336     0       -1
      --         --     0.1884   382.3564       l    6000   336     0       -1
      --         --     0.1813   397.2992       l    6000   336     0       -1

      --         --     0.1737   414.6544       l    6000   344     0       -1
      --         --     0.1703   422.9334       l    6000   344     0       -1
      --         --     0.1779   404.9280       l    6000   344     0       -1

      --         --     0.1726   417.2295       l    6000   352     0       -1
      --         --     0.1775   405.7238       l    6000   352     0       -1
      --         --     0.1784   403.6316       l    6000   352     0       -1

      --         --     0.1789   402.5488       l    6000   360     0       -1
      --         --     0.1781   404.2869       l    6000   360     0       -1
      --         --     0.1796   401.0534       l    6000   360     0       -1

      --         --     0.1765   408.0360       l    6000   368     0       -1
      --         --     0.1752   410.9722       l    6000   368     0       -1
      --         --     0.1661   433.5305       l    6000   368     0       -1

      --         --     0.1674   430.1945       l    6000   376     0       -1
      --         --     0.1853   388.6120       l    6000   376     0       -1
      --         --     0.1817   396.2651       l    6000   376     0       -1

      --         --     0.1744   412.9070       l    6000   384     0       -1
      --         --     0.1788   402.7786       l    6000   384     0       -1
      --         --     0.1825   394.6086       l    6000   384     0       -1

      --         --     0.1794   401.4382       l    6000   392     0       -1
      --         --     0.1852   388.8201       l    6000   392     0       -1
      --         --     0.1841   391.1513       l    6000   392     0       -1

      --         --     0.1870   385.0881       l    6000   400     0       -1
      --         --     0.1831   393.3625       l    6000   400     0       -1
      --         --     0.1832   393.1433       l    6000   400     0       -1

      --         --     0.1856   388.1222       l    6000   408     0       -1
      --         --     0.1802   399.7245       l    6000   408     0       -1
      --         --     0.1801   399.9844       l    6000   408     0       -1

      --         --     0.1833   392.9674       l    6000   416     0       -1
      --         --     0.1908   377.3836       l    6000   416     0       -1
      --         --     0.1793   401.5748       l    6000   416     0       -1

      --         --     0.1898   379.3419       l    6000   424     0       -1
      --         --     0.1810   397.7973       l    6000   424     0       -1
      --         --     0.2022   356.2214       l    6000   424     0       -1

      --         --     0.1933   372.5500       l    6000   432     0       -1
      --         --     0.2357   305.5752       l    6000   432     0       -1
      --         --     0.2145   335.7655       l    6000   432     0       -1

      --         --     0.2265   317.9800       l    6000   440     0       -1
      --         --     0.2190   328.8374       l    6000   440     0       -1
      --         --     0.1970   365.6630       l    6000   440     0       -1

      --         --     0.2136   337.1424       l    6000   448     0       -1
      --         --     0.2291   314.3365       l    6000   448     0       -1
      --         --     0.2236   322.1244       l    6000   448     0       -1

      --         --     0.2121   339.5107       l    6000   456     0       -1
      --         --     0.2141   336.4491       l    6000   456     0       -1
      --         --     0.2053   350.7853       l    6000   456     0       -1

      --         --     0.2447   294.2779       l    6000   464     0       -1
      --         --     0.2628   274.0712       l    6000   464     0       -1
      --         --     0.2935   245.3847       l    6000   464     0       -1

      --         --     0.2603   276.6422       l    6000   472     0       -1
      --         --     0.2631   273.7265       l    6000   472     0       -1
      --         --     0.2106   341.8862       l    6000   472     0       -1

      --         --     0.2062   349.2578       l    6000   480     0       -1
      --         --     0.2042   352.6268       l    6000   480     0       -1
      --         --     0.1923   374.4188       l    6000   480     0       -1

      --         --     0.1900   379.1238       l    6000   488     0       -1
      --         --     0.1914   376.2067       l    6000   488     0       -1
      --         --     0.1875   384.1185       l    6000   488     0       -1

      --         --     0.2056   350.2484       l    6000   496     0       -1
      --         --     0.1953   368.7241       l    6000   496     0       -1
      --         --     0.2135   337.3668       l    6000   496     0       -1

      --         --     0.1951   369.1413       l    6000   504     0       -1
      --         --     0.2097   343.3911       l    6000   504     0       -1
      --         --     0.2029   354.9051       l    6000   504     0       -1

      --         --     0.2179   330.4595       l    6000   512     0       -1
      --         --     0.2058   349.8585       l    6000   512     0       -1
      --         --     0.2504   287.5901       l    6000   512     0       -1

      --         --     0.2052   351.0078       l    6000   520     0       -1
      --         --     0.2108   341.5943       l    6000   520     0       -1
      --         --     0.2168   332.2109       l    6000   520     0       -1

      --         --     0.2745   262.3357       l    6000   528     0       -1
      --         --     0.2252   319.8243       l    6000   528     0       -1
      --         --     0.2080   346.3203       l    6000   528     0       -1

      --         --     0.2099   343.0869       l    6000   536     0       -1
