
  Status      Error       Time    Gflop/s       m       n    nb    ib  padA  mtpf  zerocol
      --         --     0.1349   133.3867    3000    3000   472    16     0     8       -1
      --         --     0.1348   133.5354    3000    3000   472    16     0     8       -1

      --         --     0.1359   132.4031    3000    3000   480    16     0     8       -1
      --         --     0.1354   132.9055    3000    3000   480    16     0     8       -1
      --         --     0.1349   133.4358    3000    3000   480    16     0     8       -1

      --         --     0.1484   121.2516    3000    3000   488    16     0     8       -1
      --         --     0.1463   122.9734    3000    3000   488    16     0     8       -1
      --         --     0.1400   128.5623    3000    3000   488    16     0     8       -1

      --         --     0.1516   118.6930    3000    3000   496    16     0     8       -1
      --         --     0.1465   122.8370    3000    3000   496    16     0     8       -1
